sku_produto_final,produto_final,sku_item,descricao_item,qtd_padrao,unidade
05104074,LO Leite Flowpack 11g,0050305014,PP LÍNGUA DE ONÇA 11G AO LEITE,1,PC
05104074,LO Leite Flowpack 11g,0190213090,Flowpack LO Leite,1,PC
05104074,LO Leite Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.00011,KG
05104075,LO Intenso Flowpack 11g,0020301006,Amêndoa de Cacau Seca Aprovada - Mocajub,0.006589,KG
05104075,LO Intenso Flowpack 11g,0020302002,Amêndoa de Cacau Torrada - Mocajuba (PA),0.006589,KG
05104075,LO Intenso Flowpack 11g,0020303003,Nibs de Cacau - Mocajuba (PA),0.00599,KG
05104075,LO Intenso Flowpack 11g,0020304004,Liquor de Cacau - Mocajuba (PA),0.00599,KG
05104075,LO Intenso Flowpack 11g,0140106004,Açúcar Demerara,0.00392,KG
05104075,LO Intenso Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.000871,KG
05104075,LO Intenso Flowpack 11g,9990111005,Lecitina de Soja,3.3e-05,LT
05104075,LO Intenso Flowpack 11g,0020305008,Massa de Chocolate - Mocajuba Intenso,0.01089,KG
05104075,LO Intenso Flowpack 11g,9990307008,Pomada de manteiga de cacau,0.00011,PC
05104075,LO Intenso Flowpack 11g,0050305017,PP LÍNGUA DE ONÇA 11G INTENSO,1,PC
05104075,LO Intenso Flowpack 11g,0190213092,Flowpack LO Intenso,1,PC
05104075,LO Intenso Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.00011,KG
05104076,LO Cupulate Flowpack 11g,0210101001,Amêndoa de Cupuaçu - Sakaguchi (PA),0.006534,KG
05104076,LO Cupulate Flowpack 11g,0210303001,Nibs de Cupuaçu - Sakaguchi,0.00594,KG
05104076,LO Cupulate Flowpack 11g,02104013,Sakaguchi Cupulate 50g,0.22,UN
05104076,LO Cupulate Flowpack 11g,0050302010,Amêndoa de Cupuaçu Torrada - SAKAGUCHI,0.006534,KG
05104076,LO Cupulate Flowpack 11g,0050303010,LIQUOR DE CUPUAÇU -SAKAGUCHI,0.00594,KG
05104076,LO Cupulate Flowpack 11g,0140106004,Açúcar Demerara,0.00187,KG
05104076,LO Cupulate Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.00319,KG
05104076,LO Cupulate Flowpack 11g,0190213030,Embalagem - Barra de Cupulate - Sakaguch,0.22,UN
05104076,LO Cupulate Flowpack 11g,0190214016,Cartão Surpresa - Prima Stampa,0.22,UN
05104076,LO Cupulate Flowpack 11g,0200216011,"Papel Chumbo - Cromus - 43,5cm x 59cm",0.0352,UN
05104076,LO Cupulate Flowpack 11g,0210305004,Massa  de Cupuaçu - Sakaguchi,0.011,KG
05104076,LO Cupulate Flowpack 11g,9970212003,ETIQ ADESIVA | PAPEL COUCHE A20-C | 30X3,0.22,UN
05104076,LO Cupulate Flowpack 11g,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,0.22,UN
05104076,LO Cupulate Flowpack 11g,9990712002,ETIQUETA PARA QR CODE 40x40mm,0.22,UN
05104076,LO Cupulate Flowpack 11g,0050305019,PP LÍNGUA DE ONÇA CUPUAÇU 11G,1,PC
05104076,LO Cupulate Flowpack 11g,0190213094,Flowpack LO Cupulate,1,PC
05104077,Biscoito Puxuri Chocolate - Unitário,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.000925,KG
05104077,Biscoito Puxuri Chocolate - Unitário,0050302002,Amêndoa de Cacau Torrada - Sakaguchi(PA),0.000925,KG
05104077,Biscoito Puxuri Chocolate - Unitário,0050303003,Nibs de Cacau - Sakaguchi(PA),0.000841,KG
05104077,Biscoito Puxuri Chocolate - Unitário,0050304004,Liquor de Cacau - Sakaguchi (PA),0.000841,KG
05104077,Biscoito Puxuri Chocolate - Unitário,0140106004,Açúcar Demerara,0.00042,KG
05104077,Biscoito Puxuri Chocolate - Unitário,9990307005,Manteiga de Cacau Yanomami terc,0.000196,KG
05104077,Biscoito Puxuri Chocolate - Unitário,0050108008,Biscoito de castanha do Pará,0.001593,KG
05104077,Biscoito Puxuri Chocolate - Unitário,0050111002,Aromatizante Puxuri,1e-06,KG
05104077,Biscoito Puxuri Chocolate - Unitário,0050305009,Massa de Chocolate - Chocolate 60% - Sak,0.001401,KG
05104077,Biscoito Puxuri Chocolate - Unitário,9990111001,Flor de Sal,5e-06,KG
05104077,Biscoito Puxuri Chocolate - Unitário,0050308011,Biscoito de castanha do Pará banhado com,0.003,KG
05104077,Biscoito Puxuri Chocolate - Unitário,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,0.02,UN
05104077,Biscoito Puxuri Chocolate - Unitário,9990115001,SAQUINHO BIODEGRADAVEL COMPOSTAVEL,6.6e-05,KG
05104077,Biscoito Puxuri Chocolate - Unitário,0050308014,Biscoito 150 gr com choco,0.02,PC
05104077,Biscoito Puxuri Chocolate - Unitário,0070301006,Amêndoa de Cacau Seca Aprovada - Yanomam,0.000232,KG
05104078,Língua de Onça ao leite 11g - CAFETERIA,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.001438,KG
05104078,Língua de Onça ao leite 11g - CAFETERIA,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.001438,KG
05104078,Língua de Onça ao leite 11g - CAFETERIA,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.001307,KG
05104078,Língua de Onça ao leite 11g - CAFETERIA,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.001307,KG
05104078,Língua de Onça ao leite 11g - CAFETERIA,0140106805,Açúcar refinado,0.00367,KG
05104078,Língua de Onça ao leite 11g - CAFETERIA,03001001,Leite em Pó integral,0.002723,KG
05104078,Língua de Onça ao leite 11g - CAFETERIA,9990107001,MANTEIGA DE CACAU desodorizada,0.003158,KG
05104078,Língua de Onça ao leite 11g - CAFETERIA,9990111005,Lecitina de Soja,3.3e-05,LT
05104078,Língua de Onça ao leite 11g - CAFETERIA,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.01089,KG
05104078,Língua de Onça ao leite 11g - CAFETERIA,9990307008,Pomada de manteiga de cacau,0.00011,PC
05104078,Língua de Onça ao leite 11g - CAFETERIA,0050305014,PP LÍNGUA DE ONÇA 11G AO LEITE,1,PC
05104078,Língua de Onça ao leite 11g - CAFETERIA,05104026,Língua de Onça Chocolate ao Leite 11g,1,PC
05104078,Língua de Onça ao leite 11g - CAFETERIA,9990107001,MANTEIGA DE CACAU desodorizada,0.00011,KG
05104079,Biscoito Puxuri Cupulate - unitário,0210101001,Amêndoa de Cupuaçu - Sakaguchi (PA),0.001046,KG
05104079,Biscoito Puxuri Cupulate - unitário,0210303001,Nibs de Cupuaçu - Sakaguchi,0.000951,KG
05104079,Biscoito Puxuri Cupulate - unitário,0050108008,Biscoito de castanha do Pará,0.001987,KG
05104079,Biscoito Puxuri Cupulate - unitário,0210305004,Massa  de Cupuaçu - Sakaguchi,0.001762,KG
05104079,Biscoito Puxuri Cupulate - unitário,9990111001,Flor de Sal,1e-06,KG
05104079,Biscoito Puxuri Cupulate - unitário,0050308012,BISCOITO DE CASTANHA DO PARÁ COM COBERTU,0.00375,KG
05104079,Biscoito Puxuri Cupulate - unitário,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,0.025,UN
05104079,Biscoito Puxuri Cupulate - unitário,9990115001,SAQUINHO BIODEGRADAVEL COMPOSTAVEL,8.3e-05,KG
05104079,Biscoito Puxuri Cupulate - unitário,0050302010,Amêndoa de Cupuaçu Torrada - SAKAGUCHI,0.001046,KG
05104079,Biscoito Puxuri Cupulate - unitário,0050303010,LIQUOR DE CUPUAÇU -SAKAGUCHI,0.000951,KG
05104079,Biscoito Puxuri Cupulate - unitário,0140106004,Açúcar Demerara,0.0003,KG
05104079,Biscoito Puxuri Cupulate - unitário,9990107001,MANTEIGA DE CACAU desodorizada,0.000511,KG
05104079,Biscoito Puxuri Cupulate - unitário,0050308015,Biscoito 150 gr com Cupu,0.025,PC
05104080,Barra Recheada Pistache Granel 80g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.004633,KG
05104080,Barra Recheada Pistache Granel 80g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.004633,KG
05104080,Barra Recheada Pistache Granel 80g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.004212,KG
05104080,Barra Recheada Pistache Granel 80g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.005418,KG
05104080,Barra Recheada Pistache Granel 80g,0140106805,Açúcar refinado,0.015216,KG
05104080,Barra Recheada Pistache Granel 80g,03001001,Leite em Pó integral,0.011287,KG
05104080,Barra Recheada Pistache Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.013093,KG
05104080,Barra Recheada Pistache Granel 80g,9990111005,Lecitina de Soja,0.000135,LT
05104080,Barra Recheada Pistache Granel 80g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0351,KG
05104080,Barra Recheada Pistache Granel 80g,9990311031,Praliné Pistache colagem,0.0449,KG
05104080,Barra Recheada Pistache Granel 80g,0050321011,Barras com recheios - 80g   Pistache,1,UN
05104080,Barra Recheada Pistache Granel 80g,0190213056,Envelope plastico transparente,1,PC
05104080,Barra Recheada Pistache Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.000471,KG
05104080,Barra Recheada Pistache Granel 80g,0140106805,Açúcar refinado,0.012255,KG
05104080,Barra Recheada Pistache Granel 80g,03001001,Leite em Pó integral,0.00082,KG
05104080,Barra Recheada Pistache Granel 80g,9990111010,Pistache,0.01466,KG
05104080,Barra Recheada Pistache Granel 80g,9990111031,Amêndoa,0.003664,KG
05104080,Barra Recheada Pistache Granel 80g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.010049,KG
05104080,Barra Recheada Pistache Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.002981,KG
05104080,Barra Recheada Pistache Granel 80g,9990307008,Pomada de manteiga de cacau,0.000471,PC
05104080,Barra Recheada Pistache Granel 80g,9990311004,Praliné Pistache,0.031399,KG
05104081,Barra Recheada Maracujá Granel 80g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.006283,KG
05104081,Barra Recheada Maracujá Granel 80g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.006283,KG
05104081,Barra Recheada Maracujá Granel 80g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.005712,KG
05104081,Barra Recheada Maracujá Granel 80g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.006212,KG
05104081,Barra Recheada Maracujá Granel 80g,0140106805,Açúcar refinado,0.017446,KG
05104081,Barra Recheada Maracujá Granel 80g,03001001,Leite em Pó integral,0.012942,KG
05104081,Barra Recheada Maracujá Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.015013,KG
05104081,Barra Recheada Maracujá Granel 80g,9990111005,Lecitina de Soja,0.000156,LT
05104081,Barra Recheada Maracujá Granel 80g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0476,KG
05104081,Barra Recheada Maracujá Granel 80g,9990311030,Praliné de Avelã colagem,0.018624,KG
05104081,Barra Recheada Maracujá Granel 80g,9990311038,Recheio Caramelo Maracujá,0.013746,KG
05104081,Barra Recheada Maracujá Granel 80g,0050321024,Barra 80 GR  Caram de Maracujá+praliné,1,PC
05104081,Barra Recheada Maracujá Granel 80g,0190213056,Envelope plastico transparente,1,PC
05104081,Barra Recheada Maracujá Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.000196,KG
05104081,Barra Recheada Maracujá Granel 80g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.004168,KG
05104081,Barra Recheada Maracujá Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.001237,KG
05104081,Barra Recheada Maracujá Granel 80g,9990307008,Pomada de manteiga de cacau,0.000196,PC
05104081,Barra Recheada Maracujá Granel 80g,9990311043,Praliné de Avelã,0.013024,PC
05104081,Barra Recheada Maracujá Granel 80g,0140106805,Açúcar refinado,0.003999,KG
05104081,Barra Recheada Maracujá Granel 80g,9990111000,Agua Mineral sem gás,0.001223,LT
05104081,Barra Recheada Maracujá Granel 80g,9990111004,Baunilha em Fava,8e-06,KG
05104081,Barra Recheada Maracujá Granel 80g,9990111005,Lecitina de Soja,5.2e-05,LT
05104081,Barra Recheada Maracujá Granel 80g,9990111006,Manteiga de Leite,0.001068,KG
05104081,Barra Recheada Maracujá Granel 80g,9990111008,Xarope de glucose,0.002293,KG
05104081,Barra Recheada Maracujá Granel 80g,9990111015,Polpa Maracujá,0.005103,KG
05104081,Barra Recheada Maracujá Granel 80g,0140106805,Açúcar refinado,0.00521,KG
05104081,Barra Recheada Maracujá Granel 80g,9990111020,Avelã,0.007814,KG
05104082,Barra Recheada Avelã Granel 80g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.004633,KG
05104082,Barra Recheada Avelã Granel 80g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.004633,KG
05104082,Barra Recheada Avelã Granel 80g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.004212,KG
05104082,Barra Recheada Avelã Granel 80g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.005418,KG
05104082,Barra Recheada Avelã Granel 80g,0140106805,Açúcar refinado,0.015216,KG
05104082,Barra Recheada Avelã Granel 80g,03001001,Leite em Pó integral,0.011287,KG
05104082,Barra Recheada Avelã Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.013093,KG
05104082,Barra Recheada Avelã Granel 80g,9990111005,Lecitina de Soja,0.000135,LT
05104082,Barra Recheada Avelã Granel 80g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0351,KG
05104082,Barra Recheada Avelã Granel 80g,9990311030,Praliné de Avelã colagem,0.0449,KG
05104082,Barra Recheada Avelã Granel 80g,0050321013,Barras com recheios - 80g  com praliné,1,UN
05104082,Barra Recheada Avelã Granel 80g,0190213056,Envelope plastico transparente,1,PC
05104082,Barra Recheada Avelã Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.000471,KG
05104082,Barra Recheada Avelã Granel 80g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.010049,KG
05104082,Barra Recheada Avelã Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.002981,KG
05104082,Barra Recheada Avelã Granel 80g,9990307008,Pomada de manteiga de cacau,0.000471,PC
05104082,Barra Recheada Avelã Granel 80g,9990311043,Praliné de Avelã,0.031399,PC
05104082,Barra Recheada Avelã Granel 80g,0140106805,Açúcar refinado,0.01256,KG
05104082,Barra Recheada Avelã Granel 80g,9990111020,Avelã,0.018839,KG
05104083,Barra Recheada Int Avelã Granel 80g,0020301006,Amêndoa de Cacau Seca Aprovada - Mocajub,0.021236,KG
05104083,Barra Recheada Int Avelã Granel 80g,0020302002,Amêndoa de Cacau Torrada - Mocajuba (PA),0.021236,KG
05104083,Barra Recheada Int Avelã Granel 80g,0020303003,Nibs de Cacau - Mocajuba (PA),0.019305,KG
05104083,Barra Recheada Int Avelã Granel 80g,0020304004,Liquor de Cacau - Mocajuba (PA),0.019305,KG
05104083,Barra Recheada Int Avelã Granel 80g,0140106004,Açúcar Demerara,0.012636,KG
05104083,Barra Recheada Int Avelã Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.002808,KG
05104083,Barra Recheada Int Avelã Granel 80g,9990111005,Lecitina de Soja,0.000105,LT
05104083,Barra Recheada Int Avelã Granel 80g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.001327,KG
05104083,Barra Recheada Int Avelã Granel 80g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.001327,KG
05104083,Barra Recheada Int Avelã Granel 80g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.001206,KG
05104083,Barra Recheada Int Avelã Granel 80g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.001206,KG
05104083,Barra Recheada Int Avelã Granel 80g,0140106805,Açúcar refinado,0.003387,KG
05104083,Barra Recheada Int Avelã Granel 80g,03001001,Leite em Pó integral,0.002512,KG
05104083,Barra Recheada Int Avelã Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.002914,KG
05104083,Barra Recheada Int Avelã Granel 80g,9990111005,Lecitina de Soja,3e-05,LT
05104083,Barra Recheada Int Avelã Granel 80g,0020305008,Massa de Chocolate - Mocajuba Intenso,0.0351,KG
05104083,Barra Recheada Int Avelã Granel 80g,9990311030,Praliné de Avelã colagem,0.0449,KG
05104083,Barra Recheada Int Avelã Granel 80g,0050321014,Barras com recheios - 80g   amargo 70% c,1,PC
05104083,Barra Recheada Int Avelã Granel 80g,0190213056,Envelope plastico transparente,1,PC
05104083,Barra Recheada Int Avelã Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.000471,KG
05104083,Barra Recheada Int Avelã Granel 80g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.010049,KG
05104083,Barra Recheada Int Avelã Granel 80g,9990107001,MANTEIGA DE CACAU desodorizada,0.002981,KG
05104083,Barra Recheada Int Avelã Granel 80g,9990307008,Pomada de manteiga de cacau,0.000471,PC
05104083,Barra Recheada Int Avelã Granel 80g,9990311043,Praliné de Avelã,0.031399,PC
05104083,Barra Recheada Int Avelã Granel 80g,0140106805,Açúcar refinado,0.01256,KG
05104083,Barra Recheada Int Avelã Granel 80g,9990111020,Avelã,0.018839,KG
05104085,Barra Kunkuni Granel 60g,00804010,Kunkuni - Cupulate 70% Cupuaçi - 50g,1.2,UN
05104085,Barra Kunkuni Granel 60g,0080301006,Amêndoa de Cupuaçu Aprovada - Santa Bárb,0.03828,KG
05104085,Barra Kunkuni Granel 60g,0080302002,Amêndoa de Cupuaçu Torrada - Santa Bárba,0.03828,KG
05104085,Barra Kunkuni Granel 60g,0080303003,Nibs de Cupuaçu - Santa Bárbara (PA),0.0348,KG
05104085,Barra Kunkuni Granel 60g,0080304008,Liquor de Cupuaçu - Santa Bárbara (PA),0.0348,KG
05104085,Barra Kunkuni Granel 60g,0140106004,Açúcar Demerara,0.015,KG
05104085,Barra Kunkuni Granel 60g,9990107001,MANTEIGA DE CACAU desodorizada,0.0102,KG
05104085,Barra Kunkuni Granel 60g,0080305004,Massa de  Cupuaçu - Santa Bárbara (PA),0.06,KG
05104085,Barra Kunkuni Granel 60g,0190213007,Embalagem - Barra de Cupulate - Kunkuni,1.2,UN
05104085,Barra Kunkuni Granel 60g,0190214016,Cartão Surpresa - Prima Stampa,1.2,UN
05104085,Barra Kunkuni Granel 60g,0200216011,"Papel Chumbo - Cromus - 43,5cm x 59cm",0.192,UN
05104085,Barra Kunkuni Granel 60g,9970212003,ETIQ ADESIVA | PAPEL COUCHE A20-C | 30X3,1.2,UN
05104085,Barra Kunkuni Granel 60g,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,1.2,UN
05104085,Barra Kunkuni Granel 60g,9990712002,ETIQUETA PARA QR CODE 40x40mm,1.2,UN
05104085,Barra Kunkuni Granel 60g,0050321022,Barra 60g Terroir da Amazonia Kunkuni,1,PC
05104085,Barra Kunkuni Granel 60g,0190213056,Envelope plastico transparente,1,PC
05104086,Barra Xiba Granel 60g,0010301006,Amêndoa de Cacau Seca Aprovada - Xiba,0.034749,KG
05104086,Barra Xiba Granel 60g,0010302002,Amêndoa de Cacau Torrada - Xiba,0.05346,KG
05104086,Barra Xiba Granel 60g,0010303003,Nibs de Cacau - Xiba,0.0486,KG
05104086,Barra Xiba Granel 60g,0010304004,Liquor de Cacau - Xiba,0.0486,KG
05104086,Barra Xiba Granel 60g,0140106004,Açúcar Demerara,0.0114,KG
05104086,Barra Xiba Granel 60g,00104009,Xiba - Chocolate 81% Cacau - 50g,1.2,UN
05104086,Barra Xiba Granel 60g,0010305005,Massa de Chocolate - Chocolate - Xiba,0.06,KG
05104086,Barra Xiba Granel 60g,0190213001,Embalagem - Barra de Chocolate - Xiba -,1.2,UN
05104086,Barra Xiba Granel 60g,0190214016,Cartão Surpresa - Prima Stampa,1.2,UN
05104086,Barra Xiba Granel 60g,0200216011,"Papel Chumbo - Cromus - 43,5cm x 59cm",0.192,UN
05104086,Barra Xiba Granel 60g,9970212003,ETIQ ADESIVA | PAPEL COUCHE A20-C | 30X3,1.2,UN
05104086,Barra Xiba Granel 60g,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,1.2,UN
05104086,Barra Xiba Granel 60g,9990307005,Manteiga de Cacau Yanomami terc,0.0024,KG
05104086,Barra Xiba Granel 60g,9990712002,ETIQUETA PARA QR CODE 40x40mm,1.2,UN
05104086,Barra Xiba Granel 60g,0010321001,Barra 60g Terroir da Amazonia XIBA 81%,1,PC
05104086,Barra Xiba Granel 60g,0190213056,Envelope plastico transparente,1,PC
05104086,Barra Xiba Granel 60g,0070301006,Amêndoa de Cacau Seca Aprovada - Yanomam,0.002847,KG
05104087,Barra Sakaguchi Lt Granel 60g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.00792,KG
05104087,Barra Sakaguchi Lt Granel 60g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.00792,KG
05104087,Barra Sakaguchi Lt Granel 60g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.0072,KG
05104087,Barra Sakaguchi Lt Granel 60g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.0072,KG
05104087,Barra Sakaguchi Lt Granel 60g,0140106805,Açúcar refinado,0.02022,KG
05104087,Barra Sakaguchi Lt Granel 60g,03001001,Leite em Pó integral,0.015,KG
05104087,Barra Sakaguchi Lt Granel 60g,9990107001,MANTEIGA DE CACAU desodorizada,0.0174,KG
05104087,Barra Sakaguchi Lt Granel 60g,9990111005,Lecitina de Soja,0.00018,LT
05104087,Barra Sakaguchi Lt Granel 60g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.06,KG
05104087,Barra Sakaguchi Lt Granel 60g,0050321001,Barra 60g Terroir da Amazonia Saka ao le,1,PC
05104087,Barra Sakaguchi Lt Granel 60g,0190213056,Envelope plastico transparente,1,PC
05104088,Barra Sakaguchi 78% Granel 60g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.05148,KG
05104088,Barra Sakaguchi 78% Granel 60g,0050302002,Amêndoa de Cacau Torrada - Sakaguchi(PA),0.05148,KG
05104088,Barra Sakaguchi 78% Granel 60g,0050303003,Nibs de Cacau - Sakaguchi(PA),0.0468,KG
05104088,Barra Sakaguchi 78% Granel 60g,0050304004,Liquor de Cacau - Sakaguchi (PA),0.0468,KG
05104088,Barra Sakaguchi 78% Granel 60g,0140106004,Açúcar Demerara,0.012,KG
05104088,Barra Sakaguchi 78% Granel 60g,9990107001,MANTEIGA DE CACAU desodorizada,0.00012,KG
05104088,Barra Sakaguchi 78% Granel 60g,00504009,Sakaguchi - Chocolate 78% Cacau - 50g,1.2,UN
05104088,Barra Sakaguchi 78% Granel 60g,0050305005,Massa de Chocolate - Chocolate - Sakaguc,0.06,KG
05104088,Barra Sakaguchi 78% Granel 60g,0190213004,Embalagem - Barra de Chocolate - Sakaguc,1.2,UN
05104088,Barra Sakaguchi 78% Granel 60g,0190214016,Cartão Surpresa - Prima Stampa,1.2,UN
05104088,Barra Sakaguchi 78% Granel 60g,0200216011,"Papel Chumbo - Cromus - 43,5cm x 59cm",0.192,UN
05104088,Barra Sakaguchi 78% Granel 60g,9970212003,ETIQ ADESIVA | PAPEL COUCHE A20-C | 30X3,1.2,UN
05104088,Barra Sakaguchi 78% Granel 60g,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,1.2,UN
05104088,Barra Sakaguchi 78% Granel 60g,9990307005,Manteiga de Cacau Yanomami terc,0.0024,KG
05104088,Barra Sakaguchi 78% Granel 60g,9990712002,ETIQUETA PARA QR CODE 40x40mm,1.2,UN
05104088,Barra Sakaguchi 78% Granel 60g,0050321002,Barra 60g Terroir da Amazonia SAKA,1,PC
05104088,Barra Sakaguchi 78% Granel 60g,0190213056,Envelope plastico transparente,1,PC
05104088,Barra Sakaguchi 78% Granel 60g,0070301006,Amêndoa de Cacau Seca Aprovada - Yanomam,0.002847,KG
05104089,Barra Bom Jardim Granel 60g,0140106004,Açúcar Demerara,0.0216,KG
05104089,Barra Bom Jardim Granel 60g,0250304004,Liquor de Cacau - Bom Jardim,0.033,KG
05104089,Barra Bom Jardim Granel 60g,9990107001,MANTEIGA DE CACAU desodorizada,0.0036,KG
05104089,Barra Bom Jardim Granel 60g,9990111005,Lecitina de Soja,6e-05,LT
05104089,Barra Bom Jardim Granel 60g,0250101006,Amêndoa de Cacau Seca Aprovada - Bom Jar,0.0363,KG
05104089,Barra Bom Jardim Granel 60g,0250302002,Amêndoa de Cacau Torrada - Bom Jardim,0.0363,KG
05104089,Barra Bom Jardim Granel 60g,0250303003,Nibs de Cacau - Bom Jardim,0.033,KG
05104089,Barra Bom Jardim Granel 60g,0050305008,MASSA DE CHOCOLATE -INTENSO NF24,0.06,KG
05104089,Barra Bom Jardim Granel 60g,0190213056,Envelope plastico transparente,1,PC
05104089,Barra Bom Jardim Granel 60g,0250321001,Barra 60g Terroir da Amazonia BOM JARDIM,1,PC
05104090,Barra Sakaguchi Cupu Granel 60g,0210101001,Amêndoa de Cupuaçu - Sakaguchi (PA),0.03564,KG
05104090,Barra Sakaguchi Cupu Granel 60g,0210303001,Nibs de Cupuaçu - Sakaguchi,0.0324,KG
05104090,Barra Sakaguchi Cupu Granel 60g,02104013,Sakaguchi Cupulate 50g,1.2,UN
05104090,Barra Sakaguchi Cupu Granel 60g,0050302010,Amêndoa de Cupuaçu Torrada - SAKAGUCHI,0.03564,KG
05104090,Barra Sakaguchi Cupu Granel 60g,0050303010,LIQUOR DE CUPUAÇU -SAKAGUCHI,0.0324,KG
05104090,Barra Sakaguchi Cupu Granel 60g,0140106004,Açúcar Demerara,0.0102,KG
05104090,Barra Sakaguchi Cupu Granel 60g,9990107001,MANTEIGA DE CACAU desodorizada,0.0174,KG
05104090,Barra Sakaguchi Cupu Granel 60g,0190213030,Embalagem - Barra de Cupulate - Sakaguch,1.2,UN
05104090,Barra Sakaguchi Cupu Granel 60g,0190214016,Cartão Surpresa - Prima Stampa,1.2,UN
05104090,Barra Sakaguchi Cupu Granel 60g,0200216011,"Papel Chumbo - Cromus - 43,5cm x 59cm",0.192,UN
05104090,Barra Sakaguchi Cupu Granel 60g,0210305004,Massa  de Cupuaçu - Sakaguchi,0.06,KG
05104090,Barra Sakaguchi Cupu Granel 60g,9970212003,ETIQ ADESIVA | PAPEL COUCHE A20-C | 30X3,1.2,UN
05104090,Barra Sakaguchi Cupu Granel 60g,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,1.2,UN
05104090,Barra Sakaguchi Cupu Granel 60g,9990712002,ETIQUETA PARA QR CODE 40x40mm,1.2,UN
05104090,Barra Sakaguchi Cupu Granel 60g,0050321003,Barra 60g Terroir da Amazonia SAKA CUPU,1,PC
05104090,Barra Sakaguchi Cupu Granel 60g,0190213056,Envelope plastico transparente,1,PC
05104091,Barra Mocajuba Granel 60g,0020301006,Amêndoa de Cacau Seca Aprovada - Mocajub,0.04884,KG
05104091,Barra Mocajuba Granel 60g,0020302002,Amêndoa de Cacau Torrada - Mocajuba (PA),0.04884,KG
05104091,Barra Mocajuba Granel 60g,0020303003,Nibs de Cacau - Mocajuba (PA),0.0444,KG
