numero_op,sku_produto_final,descricao_produto,data_registro,data_producao,status,qtd_prevista,qtd_produzida,qtd_saldo
4732,05104079,Biscoito Puxuri Cupulate - unitário,2026-07-24,2026-07-24,Produzida,250,250,0
4731,05104077,Biscoito Puxuri Chocolate - Unitário,2026-07-24,2026-07-24,Produzida,250,250,0
4701,05004151,Caixa Simples SSAL 216g,2026-07-24,2026-07-24,Produzida,5,5,0
4735,0050305010,PP LÍNGUA DE ONÇA 5G PRALINÉ,2026-07-24,2026-07-23,Produzida,741,741,0
4703,05004178,MAGIO Povos Xiba 63% 60g,2026-07-23,2026-07-23,Produzida,100,100,0
4702,05004149,Caixa de Bombons G (30 bombons),2026-07-23,2026-07-23,Produzida,10,10,0
4682,05004148,Caixa de Bombons M (14 bombons),2026-07-23,2026-07-23,Produzida,40,40,0
4718,05104098,Bombom SSAL Choc Lt Doce Cupu 10 g,2026-07-24,2026-07-23,Produzida,20,20,0
4706,0050305020,PP Língua de Onça intenso Praliné 5G,2026-07-23,2026-07-23,Produzida,668,668,0
4719,9990311042,Recheio Doce de Cupuaçu,2026-07-24,2026-07-23,Produzida,0.11,0.11,0
4723,05104101,Bombom SSAL Choc Branco Nibs 8g,2026-07-24,2026-07-23,Produzida,20,20,0
4724,05104103,Bombom SSAL Choc Int Ganache Int 9g,2026-07-24,2026-07-23,Produzida,20,20,0
4725,9990311025,Ganache Chocolate intenso,2026-07-24,2026-07-23,Produzida,0.099,0.099,0
4726,05104104,Bombom SSAL Choc Int Taperebá 10g,2026-07-24,2026-07-23,Produzida,20,20,0
4728,9990311013,Ganache de Taperebá,2026-07-24,2026-07-23,Produzida,0.11,0.11,0
4734,05104061,Língua de Onça Leite Praliné 5g,2026-07-24,2026-07-23,Produzida,741,741,0
4721,05104099,Bombom SSAL Choc Lt Castanha do Pará 8g,2026-07-24,2026-07-23,Produzida,20,20,0
4705,05104063,Língua de Onça Intenso Praliné 5g,2026-07-23,2026-07-23,Produzida,668,668,0
4693,9990311042,Recheio Doce de Cupuaçu,2026-07-23,2026-07-22,Produzida,0.66,0.66,0
4692,05104115,Bombom NM Choc Lt  Doce de Cupuaçu 10g,2026-07-23,2026-07-22,Produzida,120,120,0
4691,05104114,Bombom NM Chocolate Leite Pistache 10g,2026-07-23,2026-07-22,Produzida,60,60,0
4685,0050305026,Mini Lua Cheia Ao Leite 10g,2026-07-23,2026-07-22,Produzida,120,120,0
4689,9990311025,Ganache Chocolate intenso,2026-07-23,2026-07-22,Produzida,0.363,0.363,0
4688,05104112,Bombom NM Choc Int Ganache Int 11g,2026-07-23,2026-07-22,Produzida,60,60,0
4687,05104111,Bombom NM Choc Int Praliné de Avelã 9g,2026-07-23,2026-07-22,Produzida,60,60,0
4686,05104110,Bombom NM Choc Lt Praliné de Avelã 9g,2026-07-23,2026-07-22,Produzida,60,60,0
4694,05104117,Bombom NM Chocolate LT Maracujá 9g,2026-07-23,2026-07-22,Produzida,120,120,0
4676,05104061,Língua de Onça Leite Praliné 5g,2026-07-22,2026-07-22,Produzida,71,71,0
4690,05104113,Bombom NM Chocolate ao Leite 11g,2026-07-23,2026-07-22,Produzida,60,60,0
4695,9990311041,Ganache maracujá,2026-07-23,2026-07-22,Produzida,0.594,0.594,0
4683,05104109,Bombom NM Mini Lua Cheia ao Leite 10g,2026-07-23,2026-07-22,Produzida,120,120,0
4697,05104129,Língua de Onça Intenso Zero Açúcar 11g,2026-07-23,2026-07-22,Produzida,713,713,0
4698,0050305039,PP L.Onça Intenso Zero Açúcar 11G,2026-07-23,2026-07-22,Produzida,713,713,0
4699,05104116,Bombom NM Chocolate Intenso Taperebá 10g,2026-07-23,2026-07-22,Produzida,120,120,0
4700,9990311013,Ganache de Taperebá,2026-07-23,2026-07-22,Produzida,0.66,0.66,0
4704,0010321002,Barra 60g Terroir da Amazonia XIBA 63%,2026-07-23,2026-07-22,Produzida,200,158,42
4709,05104007,Bombom Intenso Praliné 10g,2026-07-24,2026-07-22,Produzida,15,15,0
4711,05104008,Bombom ao Leite Praliné 10g,2026-07-24,2026-07-22,Produzida,8,8,0
4712,05104071,Bombom Bom Jardim Intenso 10g,2026-07-24,2026-07-22,Produzida,21,21,0
4713,9990311025,Ganache Chocolate intenso,2026-07-24,2026-07-22,Produzida,0.1155,0.1155,0
4714,05104016,"Bombom SF Leite Ganache de Maracujá 7,7g",2026-07-24,2026-07-22,Produzida,42,42,0
4696,05104118,Bombom NM Choc Lt Castanha do Pará 8g,2026-07-23,2026-07-22,Produzida,80,80,0
4716,9990311041,Ganache maracujá,2026-07-24,2026-07-22,Produzida,0.194,0.194,0
4717,05104097,Bombom SSAL Choc Lt praliné de avelã 9g,2026-07-24,2026-07-22,Produzida,20,20,0
4670,0050304006,Liquor Sakaguchi Colagem,2026-07-21,2026-07-21,Produzida,44,44,0
4675,9990311043,Praliné de Avelã,2026-07-22,2026-07-21,Produzida,30,30,0
4674,9990311030,Praliné de Avelã colagem,2026-07-22,2026-07-21,Produzida,50,42.795,7.205
4672,05104077,Biscoito Puxuri Chocolate - Unitário,2026-07-20,2026-07-20,Produzida,100,100,0
4666,05004058,Barra ES Intenso Praliné de Avelã 80g,2026-07-20,2026-07-20,Produzida,100,76,24
4590,05004102,Lua Cheia Minis Chocolate ao Leite 100g,2026-07-20,2026-07-20,Produzida,30,29,1
4664,05004043,Formigueiro Caramelo de Maracujá Cx 80g,2026-07-20,2026-07-20,Produzida,30,30,0
4662,0050308014,Biscoito 150 gr com choco,2026-07-20,2026-07-20,Produzida,34,34,0
4657,0050308012,BISCOITO DE CASTANHA DO PARÁ COM COBERTU,2026-07-20,2026-07-20,Produzida,15,15,0
4658,0050308015,Biscoito 150 gr com Cupu,2026-07-20,2026-07-20,Produzida,100,100,0
4652,05104132,Fatia de Bolo de Chocolate Loja,2026-07-17,2026-07-17,Produzida,20,19,1
4654,05104132,Fatia de Bolo de Chocolate Loja,2026-07-17,2026-07-17,Produzida,19,19,0
4655,05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,2026-07-17,2026-07-17,Produzida,20,20,0
4649,05004058,Barra ES Intenso Praliné de Avelã 80g,2026-07-17,2026-07-17,Produzida,200,116,84
4660,9990311009,Recheio Yara Maracujá,2026-07-20,2026-07-17,Produzida,2.4,2.4,0
4667,0050321014,Barras com recheios - 80g   amargo 63%,2026-07-20,2026-07-17,Produzida,100,76,24
4417,05004097,Barra ES Leite com Avelã e Maracujá 80g,2026-07-16,2026-07-16,Produzida,10,7,3
4615,05004057,Barra ES ao Leite Praliné de Avelã 80g,2026-07-16,2026-07-16,Produzida,200,140,60
4620,05004056,Barra ES Leite Praliné de Pistache 80g,2026-07-16,2026-07-16,Produzida,100,64,36
4622,05104081,Barra Recheada Maracujá Granel 80g,2026-07-16,2026-07-16,Produzida,36,36,0
4611,05004148,Caixa de Bombons M (14 bombons),2026-07-16,2026-07-16,Produzida,10,10,0
4659,0050305025,FORMIGUEIRO MARACUJÁ 16g,2026-07-20,2026-07-16,Produzida,630,630,0
4656,0050305010,PP LÍNGUA DE ONÇA 5G PRALINÉ,2026-07-17,2026-07-16,Produzida,4000,3328,672
4665,05104033,Formigueiro Caramelo de Maracujá 16g,2026-07-20,2026-07-16,Produzida,480,480,0
4661,0050308011,Biscoito de castanha do Pará banhado com,2026-07-20,2026-07-16,Produzida,5.1,5.1,0
4594,05004015,MAGIO Língua de Onça ao Leite Cx80g,2026-07-15,2026-07-15,Produzida,121,121,0
4607,05104033,Formigueiro Caramelo de Maracujá 16g,2026-07-15,2026-07-15,Produzida,5,5,0
4608,05104083,Barra Recheada Int Avelã Granel 80g,2026-07-15,2026-07-15,Produzida,8,8,0
4609,05104081,Barra Recheada Maracujá Granel 80g,2026-07-15,2026-07-15,Produzida,11,11,0
4610,05104081,Barra Recheada Maracujá Granel 80g,2026-07-15,2026-07-15,Produzida,12,12,0
4588,05004056,Barra ES Leite Praliné de Pistache 80g,2026-07-15,2026-07-15,Produzida,130,125,5
4591,0050305026,Mini Lua Cheia Ao Leite 10g,2026-07-15,2026-07-15,Produzida,127,127,0
4584,05004056,Barra ES Leite Praliné de Pistache 80g,2026-07-15,2026-07-15,Produzida,100,78,22
4548,05004057,Barra ES ao Leite Praliné de Avelã 80g,2026-07-15,2026-07-15,Produzida,100,92,8
4627,05104112,Bombom NM Choc Int Ganache Int 11g,2026-07-16,2026-07-15,Produzida,10,10,0
4623,05104109,Bombom NM Mini Lua Cheia ao Leite 10g,2026-07-16,2026-07-15,Produzida,20,20,0
4624,05104110,Bombom NM Choc Lt Praliné de Avelã 9g,2026-07-16,2026-07-15,Produzida,10,10,0
4626,05104111,Bombom NM Choc Int Praliné de Avelã 9g,2026-07-16,2026-07-15,Produzida,10,10,0
4592,05104119,Bombom Mini Lua Cheia Choco ao Leite 10g,2026-07-15,2026-07-15,Produzida,90,81,9
4628,05104113,Bombom NM Chocolate ao Leite 11g,2026-07-16,2026-07-15,Produzida,10,10,0
4636,05104117,Bombom NM Chocolate LT Maracujá 9g,2026-07-16,2026-07-15,Produzida,20,20,0
4631,05104115,Bombom NM Choc Lt  Doce de Cupuaçu 10g,2026-07-16,2026-07-15,Produzida,20,20,0
4644,05104012,Bombom SF Leite Praliné de Pistache 10g,2026-07-17,2026-07-15,Produzida,46,46,0
4643,0100305004,Gotas de Chocolate Paiter Intenso,2026-07-17,2026-07-15,Produzida,2.68,2.68,0
4642,05104016,"Bombom SF Leite Ganache de Maracujá 7,7g",2026-07-17,2026-07-15,Produzida,33,33,0
4641,0100305003,Gotas de Chocolate Paiter ao leite,2026-07-17,2026-07-15,Produzida,2.616,2.616,0
4640,9990311025,Ganache Chocolate intenso,2026-07-17,2026-07-15,Produzida,0.6,0.6,0
4645,05104039,Bombom SF Ganache de Taperebá Int 10g,2026-07-17,2026-07-15,Produzida,18,18,0
4639,05104071,Bombom Bom Jardim Intenso 10g,2026-07-17,2026-07-15,Produzida,105,105,0
4646,05104008,Bombom ao Leite Praliné 10g,2026-07-17,2026-07-15,Produzida,67,67,0
4638,05104118,Bombom NM Choc Lt Castanha do Pará 8g,2026-07-16,2026-07-15,Produzida,10,10,0
4648,05104059,Bombom SF Doce de Cupuaçu 10g,2026-07-17,2026-07-15,Produzida,17,17,0
4637,9990311041,Ganache maracujá,2026-07-16,2026-07-15,Produzida,0.5,0.5,0
4650,0050321014,Barras com recheios - 80g   amargo 63%,2026-07-17,2026-07-15,Produzida,200,116,84
4630,05104114,Bombom NM Chocolate Leite Pistache 10g,2026-07-16,2026-07-15,Produzida,10,10,0
4635,9990311013,Ganache de Taperebá,2026-07-16,2026-07-15,Produzida,0.3,0.3,0
4634,05104116,Bombom NM Chocolate Intenso Taperebá 10g,2026-07-16,2026-07-15,Produzida,20,20,0
4632,9990311042,Recheio Doce de Cupuaçu,2026-07-16,2026-07-15,Produzida,0.3,0.3,0
4647,05104007,Bombom Intenso Praliné 10g,2026-07-17,2026-07-15,Produzida,13,13,0
4595,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,2026-07-15,2026-07-14,Produzida,3200,3200,0
4593,05104120,Bombom Mini Lua Cheia Choco Intenso 10g,2026-07-15,2026-07-14,Produzida,51,51,0
4596,05004178,MAGIO Povos Xiba 63% 60g,2026-07-14,2026-07-14,Produzida,215,210,5
4472,05004097,Barra ES Leite com Avelã e Maracujá 80g,2026-07-14,2026-07-14,Produzida,63,63,0
4606,9990311044,Praliné de castanhas - Bolo de chocolate,2026-07-14,2026-07-14,Produzida,0.9,0.9,0
4621,0050321011,Barras com recheios - 80g   Pistache,2026-07-16,2026-07-14,Produzida,100,64,36
4602,9990311004,Praliné Pistache,2026-07-14,2026-07-13,Produzida,1,1,0
4577,0260305005,Massa de Chocolate ao Leite Zero Açúcar,2026-07-13,2026-07-13,Produzida,15,15,0
4579,0050305038,PP L.Onça Ao Leite Zero Açúcar 11G,2026-07-13,2026-07-13,Produzida,592,592,0
4580,05104128,Língua de Onça ao Leite Zero Açúcar 11g,2026-07-13,2026-07-13,Produzida,592,592,0
4582,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,2026-07-17,2026-07-13,Produzida,20,22,-2
4583,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,2026-07-17,2026-07-13,Produzida,2.4,2.4,0
4603,05104020,Trufas Nativas de Chocolate Intenso  20G,2026-07-14,2026-07-13,Produzida,124,124,0
4589,0050321011,Barras com recheios - 80g   Pistache,2026-07-15,2026-07-13,Produzida,125,125,0
4540,05004015,MAGIO Língua de Onça ao Leite Cx80g,2026-07-13,2026-07-13,Produzida,168,168,0
4575,05004058,Barra ES Intenso Praliné de Avelã 80g,2026-07-13,2026-07-13,Produzida,68,68,0
4604,9990315022,Massa de trufa Intenso,2026-07-14,2026-07-13,Produzida,2.1,2.1,0
4554,05004102,Lua Cheia Minis Chocolate ao Leite 100g,2026-07-13,2026-07-13,Produzida,40,40,0
4600,05104022,Trufas Nativas Pistache 20g,2026-07-14,2026-07-13,Produzida,117,117,0
4601,9990315024,Massa de trufa de Pistache,2026-07-14,2026-07-13,Produzida,2,2,0
4550,05004043,Formigueiro Caramelo de Maracujá Cx 80g,2026-07-13,2026-07-13,Produzida,40,38,2
4572,0050305019,PP LÍNGUA DE ONÇA CUPUAÇU 11G,2026-07-10,2026-07-10,Produzida,489,489,0
4571,05004141,Língua de Onça Cupulate Flowpack 11g,2026-07-10,2026-07-10,Produzida,489,489,0
4574,0050321001,Barra 60g Terroir da Amazonia Saka ao le,2026-07-10,2026-07-10,Produzida,9,9,0
4570,0050305015,PP LÍNGUA DE ONÇA 11G PRALINÉ,2026-07-10,2026-07-10,Produzida,411,411,0
4569,05004017,Língua de Onça Leit Praliné Flowpack 11g,2026-07-22,2026-07-10,Produzida,411,419,-8
4578,0260304001,Liquor de Cacau - Moju,2026-07-13,2026-07-10,Produzida,2.55,2.55,0
4561,05104132,Fatia de Bolo de Chocolate Loja,2026-07-08,2026-07-08,Produzida,8,8,0
4556,05104119,Bombom Mini Lua Cheia Choco ao Leite 10g,2026-07-08,2026-07-08,Produzida,40,39,1
4549,0050321013,Barras com recheios - 80g  com praliné,2026-07-15,2026-07-08,Produzida,80,92,-12
4551,0050305025,FORMIGUEIRO MARACUJÁ 16g,2026-07-10,2026-07-08,Produzida,295,295,0
4552,05104033,Formigueiro Caramelo de Maracujá 16g,2026-07-10,2026-07-08,Produzida,80,100,-20
4553,05104120,Bombom Mini Lua Cheia Choco Intenso 10g,2026-07-08,2026-07-08,Produzida,30,29,1
4564,05004102,Lua Cheia Minis Chocolate ao Leite 100g,2026-07-08,2026-07-08,Produzida,40,40,0
4545,05104132,Fatia de Bolo de Chocolate Loja,2026-07-08,2026-07-08,Produzida,20,19,1
4555,0050305026,Mini Lua Cheia Ao Leite 10g,2026-07-13,2026-07-08,Produzida,440,400,40
4542,05004178,MAGIO Povos Xiba 63% 60g,2026-07-08,2026-07-08,Produzida,1,1,0
4567,0050321001,Barra 60g Terroir da Amazonia Saka ao le,2026-07-08,2026-07-08,Produzida,471,471,0
4568,0050305026,Mini Lua Cheia Ao Leite 10g,2026-07-08,2026-07-08,Produzida,39,39,0
4573,9990311009,Recheio Yara Maracujá,2026-07-10,2026-07-08,Produzida,1.064,1.064,0
4566,05104060,Língua de Onça Chocolate ao Leite 5g,2026-07-08,2026-07-08,Produzida,80,80,0
4598,0010321002,Barra 60g Terroir da Amazonia XIBA 63%,2026-07-14,2026-07-08,Produzida,210,210,0
4544,9990311020,Ganache Açaí,2026-07-08,2026-07-07,Produzida,0.5,0.5,0
4541,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,2026-07-13,2026-07-07,Produzida,4000,3264,736
4474,05004006,MAGIO Povos Vale do Jari 65% 60g,2026-07-07,2026-07-07,Produzida,55,55,0
4535,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,2026-07-07,2026-07-07,Produzida,3200,3184,16
4525,9990311042,Recheio Doce de Cupuaçu,2026-07-08,2026-07-07,Produzida,0.4,0.4,0
4562,05104059,Bombom SF Doce de Cupuaçu 10g,2026-07-08,2026-07-07,Produzida,46,46,0
4563,05104036,Bombom SF Açaí 10g,2026-07-08,2026-07-07,Produzida,84,84,0
4534,05004015,MAGIO Língua de Onça ao Leite Cx80g,2026-07-07,2026-07-07,Produzida,200,199,1
4532,9990315025,Polpa de Maracujá Reduzida,2026-07-10,2026-07-06,Produzida,2,1.18,0.82
4531,9990315028,Polpa de Açaí Reduzida,2026-07-10,2026-07-06,Produzida,1,0.6,0.4
4527,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,2026-07-14,2026-07-06,Produzida,7.2,7.2,0
4526,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,2026-07-14,2026-07-06,Produzida,60,60,0
4533,9990315027,Polpa de Tapereba Reduzida,2026-07-10,2026-07-06,Produzida,2,1.51,0.49
4424,05004015,MAGIO Língua de Onça ao Leite Cx80g,2026-07-06,2026-07-06,Produzida,202,202,0
4418,0050321024,Barra 80 GR  Caram de Maracujá+praliné,2026-07-16,2026-07-06,Produzida,43,43,0
4617,9990311030,Praliné de Avelã colagem,2026-07-16,2026-07-06,Produzida,16,16,0
4618,9990311043,Praliné de Avelã,2026-07-16,2026-07-06,Produzida,12,12,0
4619,9990311038,Recheio Caramelo Maracujá,2026-07-16,2026-07-06,Produzida,12,8.4,3.6
4678,0260305001,Massa de Chocolate - Moju Intenso,2026-07-22,2026-07-06,Produzida,25,25,0
4679,0260304001,Liquor de Cacau - Moju,2026-07-22,2026-07-06,Produzida,13,13,0
4546,0210305004,Massa  de Cupuaçu - Sakaguchi,2026-07-07,2026-07-03,Em Produção,10.5,10,0.5
4477,05104012,Bombom SF Leite Praliné de Pistache 10g,2026-07-03,2026-07-03,Produzida,50,49,1
4543,0010321002,Barra 60g Terroir da Amazonia XIBA 63%,2026-07-07,2026-07-03,Produzida,198,198,0
4478,05104039,Bombom SF Ganache de Taperebá Int 10g,2026-07-03,2026-07-03,Produzida,50,44,6
4479,05104059,Bombom SF Doce de Cupuaçu 10g,2026-07-03,2026-07-03,Produzida,50,42,8
4481,9990311013,Ganache de Taperebá,2026-07-03,2026-07-03,Produzida,0.4,0.4,0
4520,0050305039,PP L.Onça Intenso Zero Açúcar 11G,2026-07-03,2026-07-03,Produzida,550,538,12
4523,05104129,Língua de Onça Intenso Zero Açúcar 11g,2026-07-03,2026-07-03,Produzida,538,538,0
4522,05004182,Bolo de Chocolate Mágio,2026-07-03,2026-07-03,Produzida,1,1,0
4476,05104016,"Bombom SF Leite Ganache de Maracujá 7,7g",2026-07-03,2026-07-03,Produzida,50,50,0
4482,9990311042,Recheio Doce de Cupuaçu,2026-07-03,2026-07-03,Produzida,0.4,0.4,0
4486,9990311041,Ganache maracujá,2026-07-03,2026-07-03,Produzida,0.4,0.4,0
4585,0050321011,Barras com recheios - 80g   Pistache,2026-07-15,2026-07-03,Produzida,78,78,0
4576,0050321014,Barras com recheios - 80g   amargo 63%,2026-07-13,2026-07-03,Produzida,76,76,0
4521,05104077,Biscoito Puxuri Chocolate - Unitário,2026-07-03,2026-07-03,Produzida,250,250,0
4475,0050321021,Barra 60g Terroir da Amazonia Vale do Ja,2026-07-07,2026-07-02,Produzida,200,200,0
4515,0020315003,Recheio Intenso Bolo de Chocolate,2026-07-03,2026-07-02,Produzida,1.4,0.92,0.48
4513,0020315002,Massa Do Bolo de Chocolate,2026-07-03,2026-07-02,Produzida,3.4,3.4,0
4514,9990311045,Calda Bolo de Chocolate,2026-07-03,2026-07-02,Produzida,0.68,0.68,0
4516,0020315004,Cobertura Bolo de Chocolate,2026-07-03,2026-07-02,Produzida,1.4,1.4,0
4517,0050315004,Recheio Ao Leite Bolo de Chocolate,2026-07-03,2026-07-02,Produzida,1.84,1.84,0
4473,0050321024,Barra 80 GR  Caram de Maracujá+praliné,2026-07-14,2026-07-02,Produzida,123,123,0
4512,0020315001,Bolo de Chocolate Loja,2026-07-03,2026-07-02,Produzida,2,2,0
4493,9990311040,Colagem praliné para lua cheia,2026-07-01,2026-07-01,Produzida,7.81,7.81,0
4483,05104020,Trufas Nativas de Chocolate Intenso  20G,2026-07-01,2026-07-01,Produzida,29,29,0
4468,05004097,Barra ES Leite com Avelã e Maracujá 80g,2026-07-01,2026-07-01,Produzida,87,87,0
4488,9990315022,Massa de trufa Intenso,2026-07-01,2026-07-01,Produzida,0.5,0.5,0
4489,05104022,Trufas Nativas Pistache 20g,2026-07-01,2026-07-01,Produzida,29,29,0
4490,9990315024,Massa de trufa de Pistache,2026-07-01,2026-07-01,Produzida,0.5,0.5,0
4491,9990311040,Colagem praliné para lua cheia,2026-07-01,2026-07-01,Produzida,6.3,6.3,0
4492,9990311040,Colagem praliné para lua cheia,2026-07-01,2026-07-01,Produzida,7.775,7.775,0
4494,9990311040,Colagem praliné para lua cheia,2026-07-01,2026-07-01,Produzida,7.715,7.715,0
4518,0260305006,Massa de Chocolate Intenso Zero Açúcar,2026-07-03,2026-07-01,Produzida,17.35,17.35,0
4496,9990311040,Colagem praliné para lua cheia,2026-07-01,2026-07-01,Produzida,7.65,7.65,0
4616,0050321013,Barras com recheios - 80g  com praliné,2026-07-16,2026-07-01,Produzida,200,140,60
4614,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,2026-07-16,2026-07-01,Produzida,4.8,4.8,0
4613,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,2026-07-16,2026-07-01,Produzida,40,40,0
4565,0050305026,Mini Lua Cheia Ao Leite 10g,2026-07-08,2026-07-01,Produzida,400,400,0
4519,0260304001,Liquor de Cacau - Moju,2026-07-03,2026-07-01,Produzida,8.625,8.625,0
4511,0050315004,Recheio Ao Leite Bolo de Chocolate,2026-07-03,2026-07-01,Produzida,1.84,1.84,0
4510,0020315004,Cobertura Bolo de Chocolate,2026-07-03,2026-07-01,Produzida,1.4,1.4,0
4508,0020315003,Recheio Intenso Bolo de Chocolate,2026-07-01,2026-07-01,Produzida,0.92,0.92,0
4507,9990311045,Calda Bolo de Chocolate,2026-07-01,2026-07-01,Produzida,0.68,0.68,0
4495,9990311040,Colagem praliné para lua cheia,2026-07-01,2026-07-01,Produzida,8.06,8.06,0
4505,0050302002,Amêndoa de Cacau Torrada - Sakaguchi(PA),2026-07-01,2026-07-01,Produzida,66.2,66.2,0
4499,0020315001,Bolo de Chocolate Loja,2026-07-03,2026-07-01,Produzida,2,2,0
4498,9990311040,Colagem praliné para lua cheia,2026-07-01,2026-07-01,Produzida,6.475,6.475,0
4500,0020315002,Massa Do Bolo de Chocolate,2026-07-01,2026-07-01,Produzida,3.4,3.4,0
4501,0050302002,Amêndoa de Cacau Torrada - Sakaguchi(PA),2026-07-01,2026-07-01,Produzida,53.439,53.439,0
4506,0050303003,Nibs de Cacau - Sakaguchi(PA),2026-07-01,2026-07-01,Produzida,48.9,48.9,0
4502,0050303003,Nibs de Cacau - Sakaguchi(PA),2026-07-01,2026-07-01,Produzida,34,34,0
4504,0010305007,Massa de Chocolate Xiba 63%,2026-07-01,2026-07-01,Produzida,23,23,0
4497,9990311040,Colagem praliné para lua cheia,2026-07-01,2026-07-01,Produzida,7.45,7.45,0
4503,0260303001,Nibs de Cacau Moju,2026-07-01,2026-07-01,Produzida,70,70,0
4421,05004043,Formigueiro Caramelo de Maracujá Cx 80g,2026-06-30,2026-06-30,Produzida,40,40,0
4462,05104007,Bombom Intenso Praliné 10g,2026-06-26,2026-06-26,Produzida,19,19,0
4463,05104096,Bombom SF Castanha-do-Pará 10g,2026-06-26,2026-06-26,Produzida,12,12,0
4461,05104008,Bombom ao Leite Praliné 10g,2026-06-26,2026-06-26,Produzida,11,11,0
4467,05104122,Teste Industrial,2026-06-26,2026-06-26,Produzida,15,15,0
4470,0050305014,PP LÍNGUA DE ONÇA 11G AO LEITE,2026-06-30,2026-06-26,Produzida,1050,1050,0
4471,05004139,Língua de Onça Leite Flowpack 11g,2026-06-30,2026-06-26,Produzida,1050,1050,0
4466,05104084,Barra Vale do Jari Granel 60g,2026-06-26,2026-06-26,Produzida,15,15,0
4422,05004102,Lua Cheia Minis Chocolate ao Leite 100g,2026-06-26,2026-06-26,Produzida,44,44,0
4444,05104080,Barra Recheada Pistache Granel 80g,2026-06-25,2026-06-25,Produzida,3,3,0
4469,0050321024,Barra 80 GR  Caram de Maracujá+praliné,2026-06-26,2026-06-25,Produzida,160,149,11
4442,05104130,Gotas de Moju ao Leite Food Service,2026-06-25,2026-06-25,Produzida,5.7,5.7,0
4443,05104131,Gotas de Moju Intenso Food Service,2026-06-25,2026-06-25,Produzida,5,5,0
4423,0050305026,Mini Lua Cheia Ao Leite 10g,2026-06-26,2026-06-24,Produzida,440,440,0
4425,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,2026-07-06,2026-06-24,Produzida,4000,3232,768
4426,05004139,Língua de Onça Leite Flowpack 11g,2026-07-20,2026-06-24,Produzida,1216,1198,18
4427,0050305014,PP LÍNGUA DE ONÇA 11G AO LEITE,2026-06-30,2026-06-24,Produzida,1216,1216,0
4434,05104039,Bombom SF Ganache de Taperebá Int 10g,2026-06-24,2026-06-24,Produzida,55,55,0
4435,05104059,Bombom SF Doce de Cupuaçu 10g,2026-06-24,2026-06-24,Produzida,21,21,0
4436,05104016,"Bombom SF Leite Ganache de Maracujá 7,7g",2026-06-24,2026-06-24,Produzida,42,42,0
4445,05104022,Trufas Nativas Pistache 20g,2026-06-25,2026-06-24,Produzida,58,58,0
4449,9990315022,Massa de trufa Intenso,2026-06-25,2026-06-24,Produzida,1,1,0
4450,9990315024,Massa de trufa de Pistache,2026-06-25,2026-06-24,Produzida,1,1,0
4446,05104020,Trufas Nativas de Chocolate Intenso  20G,2026-06-25,2026-06-24,Produzida,54,54,0
4406,0260303001,Nibs de Cacau Moju,2026-06-23,2026-06-23,Em Produção,120.191,50,70.191
4407,0100305001,Massa Paiter Intenso Teste,2026-06-23,2026-06-23,Produzida,3,3,0
4408,0100305002,Massa Paiter Ao Leite Teste,2026-06-23,2026-06-23,Produzida,3,3,0
4401,0260102001,Amêndoa torrada aprovada Moju,2026-06-23,2026-06-23,Em Produção,153.26,153.21,0.05
4412,05004056,Barra ES Leite Praliné de Pistache 80g,2026-06-23,2026-06-23,Produzida,80,77,3
4415,05004014,MAGIO Língua de Onça Intso Praliné Cx80g,2026-06-23,2026-06-23,Produzida,50,50,0
4398,0010305007,Massa de Chocolate Xiba 63%,2026-06-23,2026-06-23,Produzida,58,58,0
4419,0050305025,FORMIGUEIRO MARACUJÁ 16g,2026-06-26,2026-06-23,Produzida,392,392,0
4420,05104033,Formigueiro Caramelo de Maracujá 16g,2026-06-26,2026-06-23,Produzida,35,35,0
4465,05104033,Formigueiro Caramelo de Maracujá 16g,2026-06-26,2026-06-23,Produzida,157,157,0
4460,05104016,"Bombom SF Leite Ganache de Maracujá 7,7g",2026-06-26,2026-06-23,Produzida,55,55,0
4464,9990311009,Recheio Yara Maracujá,2026-06-26,2026-06-23,Produzida,1.5,1.5,0
4458,05104039,Bombom SF Ganache de Taperebá Int 10g,2026-06-26,2026-06-23,Produzida,99,127,-28
