numero_op,sku_produto_final,sku_material,descricao_material,qtd_consumo,qtd_previsto,qtd_diferenca,data_registro,data_producao,status
4049,05004016,9990712045,Etiqueta Lacre 2 - Adesivo transparente,198,198,0,2026-05-14,2026-05-14,Produzida
4049,05004016,9990712045,Etiqueta Lacre 2 - Adesivo transparente,198,198,0,2026-05-15,2026-05-14,Produzida
4047,05104081,0050321024,Barra 80 GR  Caram de Maracujá+praliné,3,3,0,2026-05-14,2026-05-14,Produzida
4047,05104081,0190213056,Envelope plastico transparente,34,3,31,2026-05-14,2026-05-14,Produzida
4046,05004097,0050321024,Barra 80 GR  Caram de Maracujá+praliné,77,77,0,2026-05-14,2026-05-14,Produzida
4046,05004097,0190213056,Envelope plastico transparente,77,77,0,2026-05-14,2026-05-14,Produzida
4046,05004097,0190213165,Caixa ES Ao Leite com Praliné e Maracujá,77,77,0,2026-05-14,2026-05-14,Produzida
4046,05004097,019021424,CARTÃO QR,77,77,0,2026-05-14,2026-05-14,Produzida
4045,9990311031,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.766,1.766,0,2026-05-14,2026-05-14,Produzida
4045,9990311031,9990107001,MANTEIGA DE CACAU desodorizada,0.524,0.524,0,2026-05-14,2026-05-14,Produzida
4045,9990311031,9990307008,Pomada de manteiga de cacau,0,0.0829,-0.0829,2026-05-14,2026-05-14,Produzida
4045,9990311031,9990311004,Praliné Pistache,6,5.5182,0.4818,2026-05-14,2026-05-14,Produzida
4044,9990311031,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.9271,1.9271,0,2026-05-14,2026-05-14,Produzida
4044,9990311031,9990107001,MANTEIGA DE CACAU desodorizada,0.5718,0.5718,0,2026-05-14,2026-05-14,Produzida
4044,9990311031,9990307008,Pomada de manteiga de cacau,0,0.0904,-0.0904,2026-05-14,2026-05-14,Produzida
4044,9990311031,9990311004,Praliné Pistache,6.0762,6.0217,0.0545,2026-05-14,2026-05-14,Produzida
4043,9990311031,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.8958,1.8958,0,2026-05-14,2026-05-14,Produzida
4043,9990311031,9990107001,MANTEIGA DE CACAU desodorizada,0.5625,0.5625,0,2026-05-14,2026-05-14,Produzida
4043,9990311031,9990307008,Pomada de manteiga de cacau,0,0.0889,-0.0889,2026-05-14,2026-05-14,Produzida
4043,9990311031,9990311004,Praliné Pistache,5.9238,5.9238,0,2026-05-14,2026-05-14,Produzida
4042,9990311004,0140106805,Açúcar refinado,4,9.7575,-5.7575,2026-05-14,2026-05-11,Produzida
4042,9990311004,03001001,Leite em Pó integral,0.7,0.6525,0.0475,2026-05-14,2026-05-11,Produzida
4042,9990311004,9990111010,Pistache,12.1466,11.6725,0.4741,2026-05-14,2026-05-11,Produzida
4042,9990311004,9990111031,Amêndoa,3,2.9175,0.0825,2026-05-14,2026-05-11,Produzida
4041,9990311031,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.3755,1.3755,0,2026-05-14,2026-05-14,Produzida
4041,9990311031,9990107001,MANTEIGA DE CACAU desodorizada,0.4081,0.4081,0,2026-05-14,2026-05-14,Produzida
4041,9990311031,9990307008,Pomada de manteiga de cacau,0,0.0645,-0.0645,2026-05-14,2026-05-14,Produzida
4041,9990311031,9990311004,Praliné Pistache,6,4.2979,1.7021,2026-05-14,2026-05-14,Produzida
4040,9990311030,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.7515,1.7515,0,2026-05-14,2026-05-14,Produzida
4040,9990311030,9990107001,MANTEIGA DE CACAU desodorizada,0.5196,0.5196,0,2026-05-14,2026-05-14,Produzida
4040,9990311030,9990307008,Pomada de manteiga de cacau,0,0.0822,-0.0822,2026-05-14,2026-05-14,Produzida
4040,9990311030,9990311043,Praliné de Avelã,6,5.4727,0.5273,2026-05-14,2026-05-14,Produzida
4039,9990311030,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.7626,1.7626,0,2026-05-14,2026-05-13,Produzida
4039,9990311030,9990107001,MANTEIGA DE CACAU desodorizada,0.523,0.523,0,2026-05-14,2026-05-13,Produzida
4039,9990311030,9990307008,Pomada de manteiga de cacau,0,0.0827,-0.0827,2026-05-14,2026-05-13,Produzida
4039,9990311030,9990311043,Praliné de Avelã,6,5.5077,0.4923,2026-05-14,2026-05-13,Produzida
4038,9990311043,0140106805,Açúcar refinado,9.922,7.6,2.322,2026-05-14,2026-05-11,Produzida
4038,9990311043,9990111020,Avelã,10,11.4,-1.4,2026-05-14,2026-05-11,Produzida
4038,9990311043,9990311043,Praliné de Avelã,1.142,0,1.142,2026-05-14,2026-05-11,Produzida
4037,9990311030,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.6507,1.6507,0,2026-05-14,2026-05-14,Produzida
4037,9990311030,9990107001,MANTEIGA DE CACAU desodorizada,0.4898,0.4898,0,2026-05-14,2026-05-14,Produzida
4037,9990311030,9990307008,Pomada de manteiga de cacau,0,0.0774,-0.0774,2026-05-14,2026-05-14,Produzida
4037,9990311030,9990311043,Praliné de Avelã,6,5.158,0.842,2026-05-14,2026-05-14,Produzida
4036,0050305009,0050304004,Liquor de Cacau - Sakaguchi (PA),6,6,0,2026-05-19,2026-05-14,Produzida
4036,0050305009,0140106004,Açúcar Demerara,3,3,0,2026-05-19,2026-05-14,Produzida
4036,0050305009,9990107001,MANTEIGA DE CACAU desodorizada,1.4,0,1.4,2026-05-19,2026-05-14,Produzida
4036,0050305009,9990307005,Manteiga de Cacau Yanomami terc,0,1.4,-1.4,2026-05-19,2026-05-14,Produzida
4033,0080302002,0080301006,Amêndoa de Cupuaçu Aprovada - Santa Bárb,25,25,0,2026-05-13,2026-05-13,Produzida
4030,05104033,0050305025,FORMIGUEIRO MARACUJÁ 16g,65,65,0,2026-05-13,2026-05-12,Produzida
4029,9990311009,0140106805,Açúcar refinado,0.3142,0.3142,0,2026-05-13,2026-05-12,Produzida
4029,9990311009,9990111000,Agua Mineral sem gás,0,0.3835,-0.3835,2026-05-13,2026-05-12,Produzida
4029,9990311009,9990111004,Baunilha em Fava,0.0004,0.0004,0,2026-05-13,2026-05-12,Produzida
4029,9990311009,9990111007,Clara em Pó,0.015,0.015,0,2026-05-13,2026-05-12,Produzida
4029,9990311009,9990111008,Xarope de glucose,0.3626,0.3524,0.0102,2026-05-13,2026-05-12,Produzida
4029,9990311009,9990111009,Gelatina incolor,0.0158,0.0158,0,2026-05-13,2026-05-12,Produzida
4029,9990311009,9990311009,Recheio Yara Maracujá,0.016,0,0.016,2026-05-13,2026-05-12,Produzida
4029,9990311009,9990311038,Recheio Caramelo Maracujá,0.0517,0.0517,0,2026-05-13,2026-05-12,Produzida
4028,0050305025,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,2.688,2.688,0,2026-05-13,2026-05-12,Produzida
4028,0050305025,9990311009,Recheio Yara Maracujá,1.1,1.064,0.036,2026-05-13,2026-05-12,Produzida
4028,0050305025,9990311038,Recheio Caramelo Maracujá,0.8,0.728,0.072,2026-05-13,2026-05-12,Produzida
4027,05004043,0050305025,FORMIGUEIRO MARACUJÁ 16g,215,215,0,2026-05-14,2026-05-14,Produzida
4027,05004043,0190213072,Caixa formigueiro Maracuja,43,43,0,2026-05-14,2026-05-14,Produzida
4027,05004043,019021424,CARTÃO QR,43,43,0,2026-05-14,2026-05-14,Produzida
4027,05004043,9990712045,Etiqueta Lacre 2 - Adesivo transparente,0,43,-43,2026-05-14,2026-05-14,Produzida
4026,05104122,9990111056,Castanha do Pará,0.0289,0,0.0289,2026-05-13,2026-05-07,Produzida
4025,05104122,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.18,0,0.18,2026-05-13,2026-05-07,Produzida
4023,05104122,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.198,0,0.198,2026-05-13,2026-05-06,Produzida
4022,05104122,9990111006,Manteiga de Leite,0.16,0,0.16,2026-05-13,2026-05-05,Produzida
4022,05104122,9990111056,Castanha do Pará,0.132,0,0.132,2026-05-13,2026-05-05,Produzida
4022,05104122,9990111068,Farinha de Trigo,0.4,0,0.4,2026-05-13,2026-05-05,Produzida
4022,05104122,9990111073,Castanha de Caju,0.132,0,0.132,2026-05-13,2026-05-05,Produzida
4022,05104122,999011108,FERMENTO QUIMICO,0.1,0,0.1,2026-05-13,2026-05-05,Produzida
4021,05104122,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.05,0,0.05,2026-05-13,2026-05-04,Produzida
4020,0050305010,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,6.8429,6.8429,0,2026-05-12,2026-05-12,Produzida
4020,0050305010,9990307008,Pomada de manteiga de cacau,0,0.0691,-0.0691,2026-05-12,2026-05-12,Produzida
4020,0050305010,9990311030,Praliné de Avelã colagem,4.608,4.608,0,2026-05-12,2026-05-12,Produzida
4019,05004016,0050305010,PP LÍNGUA DE ONÇA 5G PRALINÉ,2304,2304,0,2026-05-13,2026-05-13,Produzida
4019,05004016,0190213051,Caixa Base  LO 80g,144,144,0,2026-05-13,2026-05-13,Produzida
4019,05004016,0190213052,Luva LO 80GR ao leite com Praliné,144,144,0,2026-05-13,2026-05-13,Produzida
4019,05004016,0190213060,Berço termoformado LO,144,144,0,2026-05-13,2026-05-13,Produzida
4019,05004016,019021424,CARTÃO QR,144,144,0,2026-05-13,2026-05-13,Produzida
4019,05004016,9990712045,Etiqueta Lacre 2 - Adesivo transparente,144,144,0,2026-05-13,2026-05-13,Produzida
4014,0020302002,0020301006,Amêndoa de Cacau Seca Aprovada - Mocajub,7.92,7.92,0,2026-05-12,2026-05-12,Produzida
4012,0080303003,0080302002,Amêndoa de Cupuaçu Torrada - Santa Bárba,63.52,63.8,-0.28,2026-05-13,2026-05-13,Produzida
4011,0080305004,0080303003,Nibs de Cupuaçu - Santa Bárbara (PA),14.5,0,14.5,2026-05-13,2026-05-13,Produzida
4011,0080305004,0080304008,Liquor de Cupuaçu - Santa Bárbara (PA),0,14.5,-14.5,2026-05-13,2026-05-13,Produzida
4011,0080305004,0140106004,Açúcar Demerara,6.25,6.25,0,2026-05-13,2026-05-13,Produzida
4011,0080305004,9990107001,MANTEIGA DE CACAU desodorizada,4.25,4.25,0,2026-05-13,2026-05-13,Produzida
4010,0050308015,0050308012,BISCOITO DE CASTANHA DO PARÁ COM COBERTU,15,15,0,2026-05-12,2026-05-12,Produzida
4010,0050308015,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,0,100,-100,2026-05-12,2026-05-12,Produzida
4010,0050308015,9990115001,SAQUINHO BIODEGRADAVEL COMPOSTAVEL,0,0.33,-0.33,2026-05-12,2026-05-12,Produzida
4009,0050308012,0050108008,Biscoito de castanha do Pará,7.9486,7.9486,0,2026-05-12,2026-05-12,Produzida
4009,0050308012,0210305004,Massa  de Cupuaçu - Sakaguchi,7.0484,7.0484,0,2026-05-12,2026-05-12,Produzida
4009,0050308012,9990111001,Flor de Sal,0.003,0.003,0,2026-05-12,2026-05-12,Produzida
4008,0210305004,0050303010,LIQUOR DE CUPUAÇU -SAKAGUCHI,0,7.56,-7.56,2026-05-12,2026-05-12,Produzida
4008,0210305004,0140106004,Açúcar Demerara,2.38,2.38,0,2026-05-12,2026-05-12,Produzida
4008,0210305004,0210303001,Nibs de Cupuaçu - Sakaguchi,7.56,0,7.56,2026-05-12,2026-05-12,Produzida
4008,0210305004,9990107001,MANTEIGA DE CACAU desodorizada,4.06,4.06,0,2026-05-12,2026-05-12,Produzida
4006,0070304004,0070303003,Nibs de Cacau - Yanomami (RR),0.908,2.3,-1.392,2026-05-12,2026-05-12,Produzida
4005,0070305011,0070304004,Liquor de Cacau - Yanomami (RR),2.3,2.2968,0.0032,2026-05-12,2026-05-12,Produzida
4005,0070305011,0140106004,Açúcar Demerara,0,1.5034,-1.5034,2026-05-12,2026-05-12,Produzida
4005,0070305011,9990107001,MANTEIGA DE CACAU desodorizada,0.2506,0.2506,0,2026-05-12,2026-05-12,Produzida
4005,0070305011,9990111005,Lecitina de Soja,0.0042,0.0042,0,2026-05-12,2026-05-12,Produzida
4004,0260305001,0140106004,Açúcar Demerara,1.418,1.3673,0.0507,2026-05-12,2026-05-12,Produzida
4004,0260305001,0260303001,Nibs de Cacau Moju,2.5,0,2.5,2026-05-12,2026-05-12,Produzida
4004,0260305001,0260304001,Liquor de Cacau - Moju,0,2.1003,-2.1003,2026-05-12,2026-05-12,Produzida
4004,0260305001,9990107001,MANTEIGA DE CACAU desodorizada,0.2279,0.319,-0.0911,2026-05-12,2026-05-12,Produzida
4004,0260305001,9990111005,Lecitina de Soja,0.038,0.0114,0.0266,2026-05-12,2026-05-12,Produzida
4003,0020303003,0020302002,Amêndoa de Cacau Torrada - Mocajuba (PA),7.92,7.92,0,2026-05-12,2026-05-12,Produzida
4002,0050305006,0050304004,Liquor de Cacau - Sakaguchi (PA),11.294,0,11.294,2026-05-12,2026-05-11,Produzida
4002,0050305006,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0,12,-12,2026-05-12,2026-05-11,Produzida
4002,0050305006,0140106805,Açúcar refinado,45,33.7,11.3,2026-05-12,2026-05-11,Produzida
4002,0050305006,03001001,Leite em Pó integral,29.676,25,4.676,2026-05-12,2026-05-11,Produzida
4002,0050305006,9990107001,MANTEIGA DE CACAU desodorizada,40,29,11,2026-05-12,2026-05-11,Produzida
4002,0050305006,9990111005,Lecitina de Soja,0.3,0.3,0,2026-05-12,2026-05-11,Produzida
4001,9990315024,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.2612,0.2612,0,2026-05-12,2026-05-12,Produzida
4001,9990315024,0140106804,Açúcar invertido,0.0138,0.0138,0,2026-05-12,2026-05-12,Produzida
4001,9990315024,9990111003,Creme de Leite UHT 25%,0.0871,0.0871,0,2026-05-12,2026-05-12,Produzida
4001,9990315024,9990111006,Manteiga de Leite,0.07,0.0121,0.0579,2026-05-12,2026-05-12,Produzida
4001,9990315024,9990111023,Sorbitol em Pó,0.0109,0.0104,0.0005,2026-05-12,2026-05-12,Produzida
4001,9990315024,9990311004,Praliné Pistache,0,0.2155,-0.2155,2026-05-12,2026-05-12,Produzida
4000,05104022,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0875,0.0875,0,2026-05-12,2026-05-08,Produzida
4000,05104022,9990111010,Pistache,0.021,0.021,0,2026-05-12,2026-05-08,Produzida
4000,05104022,9990315024,Massa de trufa de Pistache,0.6,0.5915,0.0085,2026-05-12,2026-05-08,Produzida
3999,9990315022,0020305008,Massa de Chocolate - Mocajuba Intenso,0.4,0,0.4,2026-05-12,2026-05-08,Produzida
3999,9990315022,0140106804,Açúcar invertido,0.5,0.0234,0.4766,2026-05-12,2026-05-08,Produzida
3999,9990315022,0260305001,Massa de Chocolate - Moju Intenso,0,0.3189,-0.3189,2026-05-12,2026-05-08,Produzida
3999,9990315022,9990111003,Creme de Leite UHT 25%,0.125,0.125,0,2026-05-12,2026-05-08,Produzida
3999,9990315022,9990111006,Manteiga de Leite,0.05,0.018,0.032,2026-05-12,2026-05-08,Produzida
3999,9990315022,9990111023,Sorbitol em Pó,0.0148,0.0148,0,2026-05-12,2026-05-08,Produzida
3998,05104020,0020305008,Massa de Chocolate - Mocajuba Intenso,0.104,0,0.104,2026-05-12,2026-05-08,Produzida
3998,05104020,0260305001,Massa de Chocolate - Moju Intenso,0,0.104,-0.104,2026-05-12,2026-05-08,Produzida
3998,05104020,9990117003,Cacau em Pó Alcalino,0.026,0.26,-0.234,2026-05-12,2026-05-08,Produzida
3998,05104020,9990315022,Massa de trufa Intenso,0.5,0.442,0.058,2026-05-12,2026-05-08,Produzida
3997,05104121,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.528,0.528,0,2026-05-11,2026-05-08,Produzida
3995,0050321024,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,3.7604,3.7604,0,2026-05-12,2026-05-08,Produzida
3995,0050321024,9990311030,Praliné de Avelã colagem,1.4713,1.4713,0,2026-05-12,2026-05-08,Produzida
3995,0050321024,9990311038,Recheio Caramelo Maracujá,1.086,1.0859,0.0001,2026-05-12,2026-05-08,Produzida
3994,05004097,0050321024,Barra 80 GR  Caram de Maracujá+praliné,79,79,0,2026-05-12,2026-05-12,Produzida
3994,05004097,0190213056,Envelope plastico transparente,79,79,0,2026-05-12,2026-05-12,Produzida
3994,05004097,0190213165,Caixa ES Ao Leite com Praliné e Maracujá,79,79,0,2026-05-12,2026-05-12,Produzida
3994,05004097,019021424,CARTÃO QR,79,79,0,2026-05-12,2026-05-12,Produzida
3993,05104118,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.2909,0.2909,0,2026-05-11,2026-05-08,Produzida
3993,05104118,9990111056,Castanha do Pará,0.0291,0.0291,0,2026-05-11,2026-05-08,Produzida
3992,0050305014,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.6534,0.6534,0,2026-05-11,2026-05-11,Produzida
3992,0050305014,9990307008,Pomada de manteiga de cacau,0,0.0066,-0.0066,2026-05-11,2026-05-11,Produzida
3991,05104026,0050305014,PP LÍNGUA DE ONÇA 11G AO LEITE,60,60,0,2026-05-11,2026-05-11,Produzida
3990,9990311041,0020305008,Massa de Chocolate - Mocajuba Intenso,0.0569,0,0.0569,2026-05-11,2026-05-08,Produzida
3990,9990311041,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0545,0.0101,0.0444,2026-05-11,2026-05-08,Produzida
3990,9990311041,0260305001,Massa de Chocolate - Moju Intenso,0,0.0907,-0.0907,2026-05-11,2026-05-08,Produzida
3990,9990311041,9990107001,MANTEIGA DE CACAU desodorizada,0.0033,0.0017,0.0016,2026-05-11,2026-05-08,Produzida
3990,9990311041,9990111006,Manteiga de Leite,0.0116,0.015,-0.0034,2026-05-11,2026-05-08,Produzida
3990,9990311041,9990111008,Xarope de glucose,0.0043,0.0185,-0.0142,2026-05-11,2026-05-08,Produzida
3990,9990311041,9990111021,DEXTROSE,0.0026,0.0252,-0.0226,2026-05-11,2026-05-08,Produzida
3990,9990311041,9990111023,Sorbitol em Pó,0.0091,0.0202,-0.0111,2026-05-11,2026-05-08,Produzida
3990,9990311041,9990111053,MALTODEXTRINA DE10 1910,0.002,0,0.002,2026-05-11,2026-05-08,Produzida
3990,9990311041,9990111054,Sorbato de Potássio Granulado,0.0003,0,0.0003,2026-05-11,2026-05-08,Produzida
3990,9990311041,999011184,Maracujá Liofilizado,0,0.0026,-0.0026,2026-05-11,2026-05-08,Produzida
3990,9990311041,9990315025,Polpa de Maracujá Reduzida,0.0753,0.0385,0.0368,2026-05-11,2026-05-08,Produzida
3989,05104117,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.162,0.162,0,2026-05-11,2026-05-08,Produzida
3989,05104117,9990311041,Ganache maracujá,0.22,0.198,0.022,2026-05-11,2026-05-08,Produzida
3987,9990311013,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0956,0.097,-0.0014,2026-05-11,2026-05-08,Produzida
3987,9990311013,9990107001,MANTEIGA DE CACAU desodorizada,0.0028,0,0.0028,2026-05-11,2026-05-08,Produzida
3987,9990311013,9990111006,Manteiga de Leite,0.0101,0.0145,-0.0044,2026-05-11,2026-05-08,Produzida
3987,9990311013,9990111008,Xarope de glucose,0.0036,0.0178,-0.0142,2026-05-11,2026-05-08,Produzida
3987,9990311013,9990111021,DEXTROSE,0.0024,0.0242,-0.0218,2026-05-11,2026-05-08,Produzida
3987,9990311013,9990111023,Sorbitol em Pó,0.0079,0.0194,-0.0115,2026-05-11,2026-05-08,Produzida
3987,9990311013,9990111053,MALTODEXTRINA DE10 1910,0.0019,0,0.0019,2026-05-11,2026-05-08,Produzida
3987,9990311013,9990111054,Sorbato de Potássio Granulado,0.0002,0,0.0002,2026-05-11,2026-05-08,Produzida
3987,9990311013,9990111058,Tapereba Liofilizado,0.0161,0.0176,-0.0015,2026-05-11,2026-05-08,Produzida
3987,9990311013,9990315027,Polpa de Tapereba Reduzida,0.0795,0.0371,0.0424,2026-05-11,2026-05-08,Produzida
3986,05104116,0020305008,Massa de Chocolate - Mocajuba Intenso,1,0,1,2026-05-11,2026-05-08,Produzida
3986,05104116,0260305001,Massa de Chocolate - Moju Intenso,0,0.18,-0.18,2026-05-11,2026-05-08,Produzida
3986,05104116,9990311013,Ganache de Taperebá,0.22,0.22,0,2026-05-11,2026-05-08,Produzida
3837,0050305026,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.5723,0.5723,0,2026-06-05,2026-06-02,Produzida
3837,0050305026,9990111042,Xerem de Castanha de Caju,0.2286,0.3201,-0.0915,2026-06-05,2026-06-02,Produzida
3837,0050305026,9990311040,Colagem praliné para lua cheia,4.1438,3.9576,0.1862,2026-06-05,2026-06-02,Produzida
3985,9990311042,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.1072,0.1008,0.0064,2026-05-11,2026-05-08,Produzida
3985,9990311042,0140106804,Açúcar invertido,0.0107,0,0.0107,2026-05-11,2026-05-08,Produzida
3985,9990311042,9990107001,MANTEIGA DE CACAU desodorizada,0,0.0017,-0.0017,2026-05-11,2026-05-08,Produzida
3985,9990311042,9990111006,Manteiga de Leite,0.0126,0.015,-0.0024,2026-05-11,2026-05-08,Produzida
3985,9990311042,9990111008,Xarope de glucose,0,0.0185,-0.0185,2026-05-11,2026-05-08,Produzida
3985,9990311042,9990111021,DEXTROSE,0.002,0.0252,-0.0232,2026-05-11,2026-05-08,Produzida
3985,9990311042,9990111023,Sorbitol em Pó,0.0118,0.0202,-0.0084,2026-05-11,2026-05-08,Produzida
3985,9990311042,9990111026,Sal,0.0002,0,0.0002,2026-05-11,2026-05-08,Produzida
3985,9990311042,9990111053,MALTODEXTRINA DE10 1910,0.0018,0,0.0018,2026-05-11,2026-05-08,Produzida
3985,9990311042,9990111054,Sorbato de Potássio Granulado,0.0002,0,0.0002,2026-05-11,2026-05-08,Produzida
3985,9990311042,9990111059,Cupuaçu Liofilizado,0.0079,0.0088,-0.0009,2026-05-11,2026-05-08,Produzida
3985,9990311042,9990315026,Polpa de Cupuaçu Reduzida,0.0656,0.0385,0.0271,2026-05-11,2026-05-08,Produzida
3984,05104115,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.18,0.18,0,2026-05-11,2026-05-08,Produzida
3984,05104115,9990311042,Recheio Doce de Cupuaçu,0.22,0.22,0,2026-05-11,2026-05-08,Produzida
3983,05104114,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.09,0.09,0,2026-05-11,2026-05-08,Produzida
3983,05104114,9990311031,Praliné Pistache colagem,0,0.11,-0.11,2026-05-11,2026-05-08,Produzida
3854,05104056,0050305021,PP Língua de Onça intenso Praliné 11G,51,51,0,2026-06-23,2026-06-17,Produzida
3981,05104113,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.22,0.22,0,2026-05-11,2026-05-08,Produzida
3979,9990311025,0020305008,Massa de Chocolate - Mocajuba Intenso,0.0663,0,0.0663,2026-05-11,2026-05-08,Produzida
3979,9990311025,0140106804,Açúcar invertido,0.0059,0.0065,-0.0006,2026-05-11,2026-05-08,Produzida
3979,9990311025,0260305001,Massa de Chocolate - Moju Intenso,0,0.0702,-0.0702,2026-05-11,2026-05-08,Produzida
3979,9990311025,9990107001,MANTEIGA DE CACAU desodorizada,0,0.0012,-0.0012,2026-05-11,2026-05-08,Produzida
3979,9990311025,9990111003,Creme de Leite UHT 25%,0.0387,0.0296,0.0091,2026-05-11,2026-05-08,Produzida
3979,9990311025,9990111006,Manteiga de Leite,0.0042,0.0055,-0.0013,2026-05-11,2026-05-08,Produzida
3979,9990311025,9990111023,Sorbitol em Pó,0.0037,0.007,-0.0033,2026-05-11,2026-05-08,Produzida
3979,9990311025,9990111053,MALTODEXTRINA DE10 1910,0.0011,0,0.0011,2026-05-11,2026-05-08,Produzida
3979,9990311025,9990111054,Sorbato de Potássio Granulado,0.0001,0,0.0001,2026-05-11,2026-05-08,Produzida
3978,05104112,0020305008,Massa de Chocolate - Mocajuba Intenso,0.099,0,0.099,2026-05-11,2026-05-08,Produzida
3978,05104112,0260305001,Massa de Chocolate - Moju Intenso,0,0.099,-0.099,2026-05-11,2026-05-08,Produzida
3978,05104112,9990311025,Ganache Chocolate intenso,0.12,0.121,-0.001,2026-05-11,2026-05-08,Produzida
3977,05104111,0020305008,Massa de Chocolate - Mocajuba Intenso,0.081,0,0.081,2026-05-11,2026-05-08,Produzida
3977,05104111,0260305001,Massa de Chocolate - Moju Intenso,0,0.081,-0.081,2026-05-11,2026-05-08,Produzida
3977,05104111,9990311030,Praliné de Avelã colagem,0.099,0.099,0,2026-05-11,2026-05-08,Produzida
3976,0050305026,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0472,0.0472,0,2026-05-11,2026-05-08,Produzida
3976,0050305026,9990111042,Xerem de Castanha de Caju,0.25,0.0264,0.2236,2026-05-11,2026-05-08,Produzida
3976,0050305026,9990311040,Colagem praliné para lua cheia,0.3264,0.3264,0,2026-05-11,2026-05-08,Produzida
3975,05104109,0050305026,Mini Lua Cheia Ao Leite 10g,40,40,0,2026-05-11,2026-05-08,Produzida
3974,05004149,0190213117,Caixa 30 bombons,10,10,0,2026-05-11,2026-05-11,Produzida
3974,05004149,0190213124,Forminha para Bombons Caixas,300,300,0,2026-05-11,2026-05-11,Produzida
3974,05004149,0190213125,Tampa Caixa 30 bombons,10,10,0,2026-05-11,2026-05-11,Produzida
