numero_op,sku_produto_final,sku_material,descricao_material,qtd_consumo,qtd_previsto,qtd_diferenca,data_registro,data_producao,status
4318,9990311042,9990111021,DEXTROSE,0.0801,0.0801,0,2026-06-11,2026-06-10,Produzida
4318,9990311042,9990111023,Sorbitol em Pó,0.0641,0.0641,0,2026-06-11,2026-06-10,Produzida
4318,9990311042,9990111059,Cupuaçu Liofilizado,0.028,0.028,0,2026-06-11,2026-06-10,Produzida
4318,9990311042,9990315026,Polpa de Cupuaçu Reduzida,0.1226,0.1226,0,2026-06-11,2026-06-10,Produzida
4319,0020315001,0020315002,Massa Do Bolo de Chocolate,3.4,3.4,0,2026-06-16,2026-06-11,Produzida
4319,0020315001,0020315003,Recheio Intenso Bolo de Chocolate,0.92,0.92,0,2026-06-16,2026-06-11,Produzida
4319,0020315001,0020315004,Cobertura Bolo de Chocolate,1.4,1.4,0,2026-06-16,2026-06-11,Produzida
4319,0020315001,0050315004,Recheio Ao Leite Bolo de Chocolate,2,1.84,0.16,2026-06-16,2026-06-11,Produzida
4319,0020315001,9990311045,Calda Bolo de Chocolate,0,0.4,-0.4,2026-06-16,2026-06-11,Produzida
4320,0020315002,0020305008,Massa de Chocolate - Mocajuba Intenso,0.602,0,0.602,2026-06-16,2026-06-11,Produzida
4320,0020315002,0050111003,Semente de Cumaru,0.0063,0.0034,0.0029,2026-06-16,2026-06-11,Produzida
4320,0020315002,0140106805,Açúcar refinado,0.3169,0.3169,0,2026-06-16,2026-06-11,Produzida
4320,0020315002,0140106806,Açúcar Mascavo,0.55,0.6337,-0.0837,2026-06-16,2026-06-11,Produzida
4320,0020315002,0260305001,Massa de Chocolate - Moju Intenso,0,0.602,-0.602,2026-06-16,2026-06-11,Produzida
4320,0020315002,9990111006,Manteiga de Leite,0.9506,0.9506,0,2026-06-16,2026-06-11,Produzida
4320,0020315002,9990111068,Farinha de Trigo,0.2377,0.2377,0,2026-06-16,2026-06-11,Produzida
4320,0020315002,99901110703,Gema de ovo pasteurizada,0,0.1095,-0.1095,2026-06-16,2026-06-11,Produzida
4320,0020315002,99901110704,Clara de ovo pasteurizada,0,0.4165,-0.4165,2026-06-16,2026-06-11,Produzida
4320,0020315002,9990111074,Ovo de Galinha,16,0,16,2026-06-16,2026-06-11,Produzida
4320,0020315002,9990117003,Cacau em Pó Alcalino,0.1268,0.1268,0,2026-06-16,2026-06-11,Produzida
4320,0020315002,9990311045,Calda Bolo de Chocolate,0.7,0,0.7,2026-06-16,2026-06-11,Produzida
4321,9990311045,0050111003,Semente de Cumaru,0.0023,0.0023,0,2026-06-15,2026-06-11,Produzida
4321,9990311045,0140106805,Açúcar refinado,0.2333,0.2333,0,2026-06-15,2026-06-11,Produzida
4322,0020315003,0020305008,Massa de Chocolate - Mocajuba Intenso,0.5134,0,0.5134,2026-06-15,2026-06-11,Produzida
4322,0020315003,0050111003,Semente de Cumaru,0.0023,0.0009,0.0014,2026-06-15,2026-06-11,Produzida
4322,0020315003,0260305001,Massa de Chocolate - Moju Intenso,0,0.5134,-0.5134,2026-06-15,2026-06-11,Produzida
4322,0020315003,9990111003,Creme de Leite UHT 25%,0.4043,0.4043,0,2026-06-15,2026-06-11,Produzida
4323,0020315004,0020305008,Massa de Chocolate - Mocajuba Intenso,1.05,0,1.05,2026-06-15,2026-06-11,Produzida
4323,0020315004,0260305001,Massa de Chocolate - Moju Intenso,0,1.05,-1.05,2026-06-15,2026-06-11,Produzida
4323,0020315004,9990111003,Creme de Leite UHT 25%,0.35,0.35,0,2026-06-15,2026-06-11,Produzida
4324,0050315004,0050111003,Semente de Cumaru,0.006,0.002,0.004,2026-06-15,2026-06-11,Produzida
4324,0050315004,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.4254,1.4254,0,2026-06-15,2026-06-11,Produzida
4324,0050315004,9990111003,Creme de Leite UHT 25%,0.5686,0.5686,0,2026-06-15,2026-06-11,Produzida
4326,0260305002,0140106805,Açúcar refinado,6.74,6.74,0,2026-06-16,2026-06-11,Produzida
4326,0260305002,0260304001,Liquor de Cacau - Moju,3,2.8,0.2,2026-06-16,2026-06-11,Produzida
4326,0260305002,03001001,Leite em Pó integral,5,5,0,2026-06-16,2026-06-11,Produzida
4326,0260305002,9990107001,MANTEIGA DE CACAU desodorizada,5.8,5.8,0,2026-06-16,2026-06-11,Produzida
4326,0260305002,9990111005,Lecitina de Soja,0.06,0.06,0,2026-06-16,2026-06-11,Produzida
4327,0260305001,0140106004,Açúcar Demerara,7.2,7.92,-0.72,2026-06-16,2026-06-11,Produzida
4327,0260305001,0260304001,Liquor de Cacau - Moju,11,12.166,-1.166,2026-06-16,2026-06-11,Produzida
4327,0260305001,9990107001,MANTEIGA DE CACAU desodorizada,1.68,1.848,-0.168,2026-06-16,2026-06-11,Produzida
4327,0260305001,9990111005,Lecitina de Soja,0.06,0.066,-0.006,2026-06-16,2026-06-11,Produzida
4327,0260305001,0140106004,Açúcar Demerara,7.2,7.92,-0.72,2026-06-17,2026-06-11,Produzida
4327,0260305001,0260304001,Liquor de Cacau - Moju,11,12.166,-1.166,2026-06-17,2026-06-11,Produzida
4327,0260305001,9990107001,MANTEIGA DE CACAU desodorizada,1.68,1.848,-0.168,2026-06-17,2026-06-11,Produzida
4327,0260305001,9990111005,Lecitina de Soja,0.06,0.066,-0.006,2026-06-17,2026-06-11,Produzida
4328,0260304001,0260303001,Nibs de Cacau Moju,14,14,0,2026-06-16,2026-06-11,Produzida
4329,0260305003,0260305002,Massa de Chocolate ao Leite - Moju,20.476,20,0.476,2026-06-16,2026-06-15,Produzida
4330,05104122,0260305001,Massa de Chocolate - Moju Intenso,3.798,0,3.798,2026-06-16,2026-06-16,Produzida
4330,05104122,9990311030,Praliné de Avelã colagem,2,0,2,2026-06-16,2026-06-16,Produzida
4332,0100305003,0100305002,Massa Paiter Ao Leite Teste,1,1,0,2026-06-16,2026-06-15,Produzida
4334,05104126,0100305003,Gotas de Chocolate Paiter ao leite,0.916,0.7,0.216,2026-06-16,2026-06-15,Produzida
4335,0100305004,0100305001,Massa Paiter Intenso Teste,1,1,0,2026-06-16,2026-06-15,Produzida
4336,05104127,0100305004,Gotas de Chocolate Paiter Intenso,0.7,0.7,0,2026-06-16,2026-06-15,Produzida
4339,05104124,0260305003,Gotas de Chocolate ao Leite - Moju,3.5,3.5,0,2026-06-16,2026-06-15,Produzida
4340,9990311044,0140106805,Açúcar refinado,0.5,0.5,0,2026-06-16,2026-06-11,Produzida
4340,9990311044,9990111056,Castanha do Pará,0.25,0.25,0,2026-06-16,2026-06-11,Produzida
4340,9990311044,9990111073,Castanha de Caju,1.15,0.25,0.9,2026-06-16,2026-06-11,Produzida
4341,05104120,0020305008,Massa de Chocolate - Mocajuba Intenso,0.0354,0,0.0354,2026-06-16,2026-06-16,Produzida
4341,05104120,0260305001,Massa de Chocolate - Moju Intenso,0,0.0354,-0.0354,2026-06-16,2026-06-16,Produzida
4341,05104120,9990111042,Xerem de Castanha de Caju,0.5,0.0198,0.4802,2026-06-16,2026-06-16,Produzida
4341,05104120,9990311040,Colagem praliné para lua cheia,0.509,0.2448,0.2642,2026-06-16,2026-06-16,Produzida
4342,9990311043,0140106805,Açúcar refinado,15.8791,12,3.8791,2026-06-16,2026-06-08,Produzida
4342,9990311043,9990111020,Avelã,20,18,2,2026-06-16,2026-06-08,Produzida
4343,9990311030,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.7367,1.7367,0,2026-06-16,2026-06-16,Produzida
4343,9990311030,9990107001,MANTEIGA DE CACAU desodorizada,0.5153,0.5153,0,2026-06-16,2026-06-16,Produzida
4343,9990311030,9990307008,Pomada de manteiga de cacau,0,0.0815,-0.0815,2026-06-16,2026-06-16,Produzida
4343,9990311030,9990311043,Praliné de Avelã,4,5.4266,-1.4266,2026-06-16,2026-06-16,Produzida
4344,9990311030,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.7154,1.7154,0,2026-06-16,2026-06-16,Produzida
4344,9990311030,9990107001,MANTEIGA DE CACAU desodorizada,0.509,0.509,0,2026-06-16,2026-06-16,Produzida
4344,9990311030,9990307008,Pomada de manteiga de cacau,0,0.0805,-0.0805,2026-06-16,2026-06-16,Produzida
4344,9990311030,9990311043,Praliné de Avelã,4,5.3601,-1.3601,2026-06-16,2026-06-16,Produzida
4345,9990311030,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.9488,1.8799,0.0689,2026-06-16,2026-06-16,Produzida
4345,9990311030,9990107001,MANTEIGA DE CACAU desodorizada,0.5578,0.5578,0,2026-06-16,2026-06-16,Produzida
4345,9990311030,9990307008,Pomada de manteiga de cacau,0,0.0882,-0.0882,2026-06-16,2026-06-16,Produzida
4345,9990311030,9990311043,Praliné de Avelã,6,5.8741,0.1259,2026-06-16,2026-06-16,Produzida
4346,05104119,0050305026,Mini Lua Cheia Ao Leite 10g,30,30,0,2026-06-16,2026-06-16,Produzida
4347,0050305026,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0354,0.0354,0,2026-06-16,2026-06-16,Produzida
4347,0050305026,9990111042,Xerem de Castanha de Caju,0.1,0.0198,0.0802,2026-06-16,2026-06-16,Produzida
4347,0050305026,9990311040,Colagem praliné para lua cheia,0.2448,0.2448,0,2026-06-16,2026-06-16,Produzida
4348,0260305004,0260305001,Massa de Chocolate - Moju Intenso,20,20,0,2026-06-17,2026-06-16,Produzida
4349,05104125,0260305004,Gotas de Chocolate Intenso - Moju,3.5,3.5,0,2026-06-17,2026-06-16,Produzida
4350,05004004,0110321001,Barra 60g Terroir da Amazonia ACARÁ,85,85,0,2026-06-17,2026-06-17,Produzida
4350,05004004,0190213057,Embalagem – mod. Envelope p/ barra,85,85,0,2026-06-17,2026-06-17,Produzida
4350,05004004,0190213104,Folha papel barrado Mágio,85,85,0,2026-06-17,2026-06-17,Produzida
4350,05004004,019021424,CARTÃO QR,85,85,0,2026-06-17,2026-06-17,Produzida
4350,05004004,9990712026,Etiqueta de dif Povos Acará-Açu 6x12,85,85,0,2026-06-17,2026-06-17,Produzida
4350,05004004,9990712036,Etiqueta Branca Povos Acará-Açu 4.5x14.5,85,85,0,2026-06-17,2026-06-17,Produzida
4350,05004004,9990712045,Etiqueta Lacre 2 - Adesivo transparente,85,85,0,2026-06-17,2026-06-17,Produzida
4350,05004004,9990712046,Etiqueta Lacre 1  - Adesivo com hot stam,85,85,0,2026-06-17,2026-06-17,Produzida
4350,05004004,9990712056,Etiqueta alto teor de açúcar e gordura,85,85,0,2026-06-17,2026-06-17,Produzida
4351,0110321001,0110305005,Massa de Chocolate - Chocolate - Acará-A,6,6.12,-0.12,2026-06-17,2026-06-16,Produzida
4352,05104084,0050321021,Barra 60g Terroir da Amazonia Vale do Ja,0,20,-20,2026-06-17,2026-06-17,Produzida
4352,05104084,0190213056,Envelope plastico transparente,0,20,-20,2026-06-17,2026-06-17,Produzida
4352,05104084,05004006,MAGIO Povos Vale do Jari 65% 60g,20,0,20,2026-06-17,2026-06-17,Produzida
4353,0050305037,0260305001,Massa de Chocolate - Moju Intenso,1.975,1.975,0,2026-06-17,2026-06-16,Produzida
4354,05104123,0050305037,PP Língua de Onça 5G Moju Intenso,395,395,0,2026-06-17,2026-06-16,Produzida
4356,05104092,0110321001,Barra 60g Terroir da Amazonia ACARÁ,17,17,0,2026-06-18,2026-06-18,Produzida
4356,05104092,0190213056,Envelope plastico transparente,0,17,-17,2026-06-18,2026-06-18,Produzida
4357,05004102,0050305026,Mini Lua Cheia Ao Leite 10g,240,240,0,2026-06-18,2026-06-18,Produzida
4357,05004102,0190213056,Envelope plastico transparente,0,24,-24,2026-06-18,2026-06-18,Produzida
4357,05004102,0190213107,Caixa mini Lua Cheia ao Leite 100g,24,24,0,2026-06-18,2026-06-18,Produzida
4357,05004102,019021424,CARTÃO QR,24,24,0,2026-06-18,2026-06-18,Produzida
4357,05004102,9990712045,Etiqueta Lacre 2 - Adesivo transparente,48,48,0,2026-06-18,2026-06-18,Produzida
4358,0050305026,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.3658,0.3658,0,2026-06-18,2026-06-16,Produzida
4358,0050305026,9990111042,Xerem de Castanha de Caju,0.3,0.2046,0.0954,2026-06-18,2026-06-16,Produzida
4358,0050305026,9990311040,Colagem praliné para lua cheia,2.1552,2.5296,-0.3744,2026-06-18,2026-06-16,Produzida
4359,05004047,0050308014,Biscoito 150 gr com choco,99,99,0,2026-06-18,2026-06-18,Produzida
4359,05004047,0190213062,Caixa Biscoitos Fundo choco,99,99,0,2026-06-18,2026-06-18,Produzida
4359,05004047,0190213063,Caixa Biscoitos luva choco,99,99,0,2026-06-18,2026-06-18,Produzida
4359,05004047,019021424,CARTÃO QR,99,99,0,2026-06-18,2026-06-18,Produzida
4359,05004047,9990712045,Etiqueta Lacre 2 - Adesivo transparente,99,99,0,2026-06-18,2026-06-18,Produzida
4360,05004056,0050321011,Barras com recheios - 80g   Pistache,159,159,0,2026-06-18,2026-06-18,Produzida
4360,05004056,0190213056,Envelope plastico transparente,159,159,0,2026-06-18,2026-06-18,Produzida
4360,05004056,0190213166,Caixa ES Ao Leite Praliné de Pistache,159,159,0,2026-06-18,2026-06-18,Produzida
4360,05004056,019021424,CARTÃO QR,159,159,0,2026-06-18,2026-06-18,Produzida
4360,05004056,0050321011,Barras com recheios - 80g   Pistache,159,159,0,2026-06-22,2026-06-22,Produzida
4360,05004056,0190213056,Envelope plastico transparente,159,159,0,2026-06-22,2026-06-22,Produzida
4360,05004056,0190213166,Caixa ES Ao Leite Praliné de Pistache,159,159,0,2026-06-22,2026-06-22,Produzida
4360,05004056,019021424,CARTÃO QR,159,159,0,2026-06-22,2026-06-22,Produzida
4360,05004056,0050321011,Barras com recheios - 80g   Pistache,159,159,0,2026-06-23,2026-06-22,Produzida
4360,05004056,0190213056,Envelope plastico transparente,159,159,0,2026-06-23,2026-06-22,Produzida
4360,05004056,0190213166,Caixa ES Ao Leite Praliné de Pistache,159,159,0,2026-06-23,2026-06-22,Produzida
4360,05004056,019021424,CARTÃO QR,159,159,0,2026-06-23,2026-06-22,Produzida
4361,0050321011,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,5.5809,5.5809,0,2026-06-18,2026-06-16,Produzida
4361,0050321011,9990311031,Praliné Pistache colagem,7.1391,7.1391,0,2026-06-18,2026-06-16,Produzida
4362,0020315001,0020315002,Massa Do Bolo de Chocolate,3.4,3.4,0,2026-06-18,2026-06-18,Produzida
4362,0020315001,0020315003,Recheio Intenso Bolo de Chocolate,0.92,0.92,0,2026-06-18,2026-06-18,Produzida
4362,0020315001,0020315004,Cobertura Bolo de Chocolate,1.4,1.4,0,2026-06-18,2026-06-18,Produzida
4362,0020315001,0050315004,Recheio Ao Leite Bolo de Chocolate,1.84,1.84,0,2026-06-18,2026-06-18,Produzida
4362,0020315001,9990311045,Calda Bolo de Chocolate,0,0.4,-0.4,2026-06-18,2026-06-18,Produzida
4363,0020315002,0020305008,Massa de Chocolate - Mocajuba Intenso,0.602,0,0.602,2026-06-18,2026-06-18,Produzida
4363,0020315002,0050111003,Semente de Cumaru,0.0003,0.0034,-0.0031,2026-06-18,2026-06-18,Produzida
4363,0020315002,0140106805,Açúcar refinado,0.3169,0.3169,0,2026-06-18,2026-06-18,Produzida
4363,0020315002,0140106806,Açúcar Mascavo,0.6337,0.6337,0,2026-06-18,2026-06-18,Produzida
4363,0020315002,0260305001,Massa de Chocolate - Moju Intenso,0,0.602,-0.602,2026-06-18,2026-06-18,Produzida
4363,0020315002,9990111006,Manteiga de Leite,0.9506,0.9506,0,2026-06-18,2026-06-18,Produzida
4363,0020315002,9990111068,Farinha de Trigo,0.2377,0.2377,0,2026-06-18,2026-06-18,Produzida
4363,0020315002,99901110703,Gema de ovo pasteurizada,0,0.1095,-0.1095,2026-06-18,2026-06-18,Produzida
4363,0020315002,99901110704,Clara de ovo pasteurizada,0,0.4165,-0.4165,2026-06-18,2026-06-18,Produzida
4363,0020315002,9990111074,Ovo de Galinha,16,0,16,2026-06-18,2026-06-18,Produzida
4363,0020315002,9990117003,Cacau em Pó Alcalino,0.1268,0.1268,0,2026-06-18,2026-06-18,Produzida
4363,0020315002,9990311045,Calda Bolo de Chocolate,0.68,0,0.68,2026-06-18,2026-06-18,Produzida
4364,9990311045,0050111003,Semente de Cumaru,0,0.0022,-0.0022,2026-06-18,2026-06-18,Produzida
4364,9990311045,0140106805,Açúcar refinado,0.2267,0.2267,0,2026-06-18,2026-06-18,Produzida
4365,0020315003,0020305008,Massa de Chocolate - Mocajuba Intenso,0.5134,0,0.5134,2026-06-18,2026-06-18,Produzida
4365,0020315003,0050111003,Semente de Cumaru,0,0.0009,-0.0009,2026-06-18,2026-06-18,Produzida
4365,0020315003,0260305001,Massa de Chocolate - Moju Intenso,0,0.5134,-0.5134,2026-06-18,2026-06-18,Produzida
4365,0020315003,9990111003,Creme de Leite UHT 25%,0.4043,0.4043,0,2026-06-18,2026-06-18,Produzida
4366,0020315004,0020305008,Massa de Chocolate - Mocajuba Intenso,1.05,0,1.05,2026-06-18,2026-06-18,Produzida
4366,0020315004,0260305001,Massa de Chocolate - Moju Intenso,0,1.05,-1.05,2026-06-18,2026-06-18,Produzida
4366,0020315004,9990111003,Creme de Leite UHT 25%,0.35,0.35,0,2026-06-18,2026-06-18,Produzida
4367,0050315004,0050111003,Semente de Cumaru,0,0.0018,-0.0018,2026-06-18,2026-06-18,Produzida
4367,0050315004,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.3114,1.3114,0,2026-06-18,2026-06-18,Produzida
4367,0050315004,9990111003,Creme de Leite UHT 25%,0.7758,0.5231,0.2527,2026-06-18,2026-06-18,Produzida
4368,9990311044,0140106805,Açúcar refinado,0.5,0.5,0,2026-06-18,2026-06-18,Produzida
4368,9990311044,9990111056,Castanha do Pará,0.25,0.25,0,2026-06-18,2026-06-18,Produzida
4368,9990311044,9990111073,Castanha de Caju,0.25,0.25,0,2026-06-18,2026-06-18,Produzida
4369,05004048,0050308015,Biscoito 150 gr com Cupu,36,36,0,2026-06-19,2026-06-19,Produzida
4369,05004048,0190213074,Caixa Biscoitos Fundo cupu,36,36,0,2026-06-19,2026-06-19,Produzida
4369,05004048,0190213075,Caixa Biscoitos luva cupu,36,36,0,2026-06-19,2026-06-19,Produzida
4369,05004048,019021424,CARTÃO QR,36,36,0,2026-06-19,2026-06-19,Produzida
4369,05004048,9990712045,Etiqueta Lacre 2 - Adesivo transparente,36,36,0,2026-06-19,2026-06-19,Produzida
4370,05004148,0190213116,Fundo Caixa 14 bombons,15,15,0,2026-06-19,2026-06-19,Produzida
4370,05004148,0190213124,Forminha para Bombons Caixas,210,210,0,2026-06-19,2026-06-19,Produzida
4370,05004148,0190213130,Berço Base Caixa 14 Bombons,15,15,0,2026-06-19,2026-06-19,Produzida
4370,05004148,0190213133,Berço interno caixa 14 bombons,30,30,0,2026-06-19,2026-06-19,Produzida
4370,05004148,0190213134,Folder das Caixas de 14 Bombons,15,15,0,2026-06-19,2026-06-19,Produzida
4370,05004148,01902131562,Candy Pad branco caixa 14,15,15,0,2026-06-19,2026-06-19,Produzida
4370,05004148,0190213172,Tampa Caixa 14 bombons,15,15,0,2026-06-19,2026-06-19,Produzida
4370,05004148,019021424,CARTÃO QR,15,15,0,2026-06-19,2026-06-19,Produzida
4370,05004148,05104109,Bombom NM Mini Lua Cheia ao Leite 10g,30,30,0,2026-06-19,2026-06-19,Produzida
4370,05004148,05104110,Bombom NM Choc Lt Praliné de Avelã 9g,15,15,0,2026-06-19,2026-06-19,Produzida
4370,05004148,05104111,Bombom NM Choc Int Praliné de Avelã 9g,15,15,0,2026-06-19,2026-06-19,Produzida
4370,05004148,05104112,Bombom NM Choc Int Ganache Int 11g,15,15,0,2026-06-19,2026-06-19,Produzida
4370,05004148,05104113,Bombom NM Chocolate ao Leite 11g,15,15,0,2026-06-19,2026-06-19,Produzida
4370,05004148,05104114,Bombom NM Chocolate Leite Pistache 10g,15,15,0,2026-06-19,2026-06-19,Produzida
4370,05004148,05104115,Bombom NM Choc Lt  Doce de Cupuaçu 10g,30,30,0,2026-06-19,2026-06-19,Produzida
4370,05004148,05104116,Bombom NM Chocolate Intenso Taperebá 10g,30,30,0,2026-06-19,2026-06-19,Produzida
4370,05004148,05104117,Bombom NM Chocolate LT Maracujá 9g,30,30,0,2026-06-19,2026-06-19,Produzida
4370,05004148,05104118,Bombom NM Choc Lt Castanha do Pará 8g,15,15,0,2026-06-19,2026-06-19,Produzida
4371,05104109,0050305026,Mini Lua Cheia Ao Leite 10g,70,70,0,2026-06-19,2026-06-16,Produzida
4372,05104110,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.1418,0.1418,0,2026-06-19,2026-06-16,Produzida
4372,05104110,9990311030,Praliné de Avelã colagem,0.1733,0.1733,0,2026-06-19,2026-06-16,Produzida
4373,05104111,0020305008,Massa de Chocolate - Mocajuba Intenso,0.1418,0,0.1418,2026-06-19,2026-06-16,Produzida
4373,05104111,0260305001,Massa de Chocolate - Moju Intenso,0,0.1418,-0.1418,2026-06-19,2026-06-16,Produzida
4373,05104111,9990311030,Praliné de Avelã colagem,0.1733,0.1733,0,2026-06-19,2026-06-16,Produzida
4374,05104112,0020305008,Massa de Chocolate - Mocajuba Intenso,0.1733,0,0.1733,2026-06-19,2026-06-16,Produzida
4374,05104112,0260305001,Massa de Chocolate - Moju Intenso,0,0.1733,-0.1733,2026-06-19,2026-06-16,Produzida
4374,05104112,9990311025,Ganache Chocolate intenso,0.251,0.2118,0.0392,2026-06-19,2026-06-16,Produzida
4376,9990311025,0020305008,Massa de Chocolate - Mocajuba Intenso,0.1462,0,0.1462,2026-06-19,2026-06-16,Produzida
4376,9990311025,0140106804,Açúcar invertido,0.0136,0.0136,0,2026-06-19,2026-06-16,Produzida
4376,9990311025,0260305001,Massa de Chocolate - Moju Intenso,0,0.1462,-0.1462,2026-06-19,2026-06-16,Produzida
4376,9990311025,9990107001,MANTEIGA DE CACAU desodorizada,0.0024,0.0024,0,2026-06-19,2026-06-16,Produzida
4376,9990311025,9990111003,Creme de Leite UHT 25%,0.0617,0.0617,0,2026-06-19,2026-06-16,Produzida
4376,9990311025,9990111006,Manteiga de Leite,0.0114,0.0114,0,2026-06-19,2026-06-16,Produzida
4376,9990311025,9990111023,Sorbitol em Pó,0.0146,0.0146,0,2026-06-19,2026-06-16,Produzida
4377,05104113,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.385,0.385,0,2026-06-19,2026-06-16,Produzida
4378,05104114,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.1575,0.1575,0,2026-06-19,2026-06-16,Produzida
4378,05104114,9990311031,Praliné Pistache colagem,0.1925,0.1925,0,2026-06-19,2026-06-16,Produzida
4379,05104115,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.315,0.315,0,2026-06-19,2026-06-16,Produzida
4379,05104115,9990311042,Recheio Doce de Cupuaçu,0.4,0.385,0.015,2026-06-19,2026-06-16,Produzida
4380,9990311042,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.1832,0.1832,0,2026-06-19,2026-06-16,Produzida
4380,9990311042,9990107001,MANTEIGA DE CACAU desodorizada,0.003,0.003,0,2026-06-19,2026-06-16,Produzida
4380,9990311042,9990111006,Manteiga de Leite,0.0274,0.0274,0,2026-06-19,2026-06-16,Produzida
4380,9990311042,9990111008,Xarope de glucose,0.0336,0.0336,0,2026-06-19,2026-06-16,Produzida
4380,9990311042,9990111021,DEXTROSE,0.0458,0.0458,0,2026-06-19,2026-06-16,Produzida
4380,9990311042,9990111023,Sorbitol em Pó,0.0366,0.0366,0,2026-06-19,2026-06-16,Produzida
4380,9990311042,9990111059,Cupuaçu Liofilizado,0.016,0.016,0,2026-06-19,2026-06-16,Produzida
4380,9990311042,9990315026,Polpa de Cupuaçu Reduzida,0.0701,0.0701,0,2026-06-19,2026-06-16,Produzida
4381,05104118,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.4,0.4,0,2026-06-19,2026-06-16,Produzida
4381,05104118,9990111056,Castanha do Pará,0.04,0.04,0,2026-06-19,2026-06-16,Produzida
4382,05104116,0020305008,Massa de Chocolate - Mocajuba Intenso,0.315,0,0.315,2026-06-19,2026-06-16,Produzida
4382,05104116,0260305001,Massa de Chocolate - Moju Intenso,0,0.315,-0.315,2026-06-19,2026-06-16,Produzida
4382,05104116,9990311013,Ganache de Taperebá,0.4,0.385,0.015,2026-06-19,2026-06-16,Produzida
4383,9990311013,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.1739,0.1763,-0.0024,2026-06-19,2026-06-16,Produzida
4383,9990311013,9990107001,MANTEIGA DE CACAU desodorizada,0.0051,0,0.0051,2026-06-19,2026-06-16,Produzida
4383,9990311013,9990111006,Manteiga de Leite,0.0184,0.0263,-0.0079,2026-06-19,2026-06-16,Produzida
4383,9990311013,9990111008,Xarope de glucose,0.0066,0.0323,-0.0257,2026-06-19,2026-06-16,Produzida
4383,9990311013,9990111021,DEXTROSE,0.0044,0.044,-0.0396,2026-06-19,2026-06-16,Produzida
4383,9990311013,9990111023,Sorbitol em Pó,0.0116,0.0352,-0.0236,2026-06-19,2026-06-16,Produzida
4383,9990311013,9990111053,MALTODEXTRINA DE10 1910,0.0034,0,0.0034,2026-06-19,2026-06-16,Produzida
4383,9990311013,9990111054,Sorbato de Potássio Granulado,0.0004,0,0.0004,2026-06-19,2026-06-16,Produzida
4383,9990311013,9990111058,Tapereba Liofilizado,0.0293,0.032,-0.0027,2026-06-19,2026-06-16,Produzida
4383,9990311013,9990315027,Polpa de Tapereba Reduzida,0.1887,0.0674,0.1213,2026-06-19,2026-06-16,Produzida
4384,05104117,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.2835,0.2835,0,2026-06-19,2026-06-16,Produzida
4384,05104117,9990311041,Ganache maracujá,0.3,0.3465,-0.0465,2026-06-19,2026-06-16,Produzida
4385,9990311041,0020305008,Massa de Chocolate - Mocajuba Intenso,0.1237,0,0.1237,2026-06-19,2026-06-16,Produzida
4385,9990311041,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0137,0.0137,0,2026-06-19,2026-06-16,Produzida
4385,9990311041,0260305001,Massa de Chocolate - Moju Intenso,0,0.1237,-0.1237,2026-06-19,2026-06-16,Produzida
4385,9990311041,9990107001,MANTEIGA DE CACAU desodorizada,0.0045,0.0023,0.0022,2026-06-19,2026-06-16,Produzida
4385,9990311041,9990111006,Manteiga de Leite,0.0205,0.0205,0,2026-06-19,2026-06-16,Produzida
4385,9990311041,9990111008,Xarope de glucose,0.0252,0.0252,0,2026-06-19,2026-06-16,Produzida
4385,9990311041,9990111021,DEXTROSE,0.0343,0.0343,0,2026-06-19,2026-06-16,Produzida
4385,9990311041,9990111023,Sorbitol em Pó,0,0.0275,-0.0275,2026-06-19,2026-06-16,Produzida
4385,9990311041,9990111053,MALTODEXTRINA DE10 1910,0.0027,0,0.0027,2026-06-19,2026-06-16,Produzida
4385,9990311041,9990111054,Sorbato de Potássio Granulado,0.0004,0,0.0004,2026-06-19,2026-06-16,Produzida
4385,9990311041,999011184,Maracujá Liofilizado,0,0.0036,-0.0036,2026-06-19,2026-06-16,Produzida
4385,9990311041,9990315025,Polpa de Maracujá Reduzida,0.0526,0.0526,0,2026-06-19,2026-06-16,Produzida
4386,05004149,0190213117,Caixa 30 bombons,10,10,0,2026-06-19,2026-06-19,Produzida
4386,05004149,0190213124,Forminha para Bombons Caixas,300,300,0,2026-06-19,2026-06-19,Produzida
